wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,7000.0,13.8,29.0,1023.1,2022-01-03 16:00:00,3,16
2.0,6000.0,11.8,36.0,1023.4,2022-01-03 17:00:00,3,17
2.0,6000.0,9.5,43.0,1024.0,2022-01-03 18:00:00,3,18
2.0,5000.0,8.5,44.0,1024.2,2022-01-03 19:00:00,3,19
2.0,5000.0,6.8,52.0,1024.5,2022-01-03 20:00:00,3,20
2.0,6000.0,5.5,59.0,1024.7,2022-01-03 21:00:00,3,21
2.0,5000.0,3.6,68.0,1024.9,2022-01-03 22:00:00,3,22
2.0,5000.0,3.2,71.0,1025.1,2022-01-03 23:00:00,3,23
2.0,5000.0,4.2,66.0,1025.1,2022-01-04 00:00:00,4,0
2.0,4000.0,4.0,69.0,1025.1,2022-01-04 01:00:00,4,1
2.0,4000.0,4.7,72.0,1025.8,2022-01-04 02:00:00,4,2
2.0,4000.0,5.4,67.0,1025.6,2022-01-04 03:00:00,4,3
4.0,4000.0,6.6,61.0,1024.9,2022-01-04 04:00:00,4,4
2.0,4000.0,5.8,66.0,1025.0,2022-01-04 05:00:00,4,5
3.0,3800.0,6.2,65.0,1025.0,2022-01-04 06:00:00,4,6
2.0,3500.0,5.8,68.0,1025.6,2022-01-04 07:00:00,4,7
2.0,3000.0,6.1,68.0,1025.7,2022-01-04 08:00:00,4,8
3.0,2500.0,6.9,66.0,1026.2,2022-01-04 09:00:00,4,9
4.0,2500.0,7.6,65.0,1026.1,2022-01-04 10:00:00,4,10
4.0,2600.0,8.1,66.0,1026.0,2022-01-04 11:00:00,4,11
6.0,3000.0,9.5,62.0,1024.1,2022-01-04 12:00:00,4,12
5.0,3200.0,10.1,60.0,1023.9,2022-01-04 13:00:00,4,13
5.0,3500.0,10.6,60.0,1022.7,2022-01-04 14:00:00,4,14
5.0,4000.0,10.1,59.0,1022.5,2022-01-04 15:00:00,4,15
