wsd,pv,t,rh,slp,BJ
3.0,5000.0,10.1,73.0,1021.7,2023-11-26 16:00:00
2.0,5000.0,9.5,76.0,1021.6,2023-11-26 17:00:00
2.0,5000.0,8.9,80.0,1021.4,2023-11-26 18:00:00
3.0,5000.0,7.9,84.0,1021.5,2023-11-26 19:00:00
3.0,5000.0,7.3,86.0,1021.4,2023-11-26 20:00:00
3.0,4500.0,6.9,87.0,1021.3,2023-11-26 21:00:00
2.0,4200.0,6.7,88.0,1021.5,2023-11-26 22:00:00
2.0,3700.0,6.0,89.0,1021.5,2023-11-26 23:00:00
3.0,3300.0,4.5,93.0,1021.0,2023-11-27 00:00:00
2.0,2800.0,5.4,90.0,1020.7,2023-11-27 01:00:00
4.0,2200.0,4.7,94.0,1020.1,2023-11-27 02:00:00
3.0,2000.0,4.4,94.0,1020.0,2023-11-27 03:00:00
3.0,1600.0,4.4,96.0,1019.7,2023-11-27 04:00:00
2.0,1400.0,4.6,96.0,1019.8,2023-11-27 05:00:00
2.0,1400.0,4.1,97.0,1020.4,2023-11-27 06:00:00
2.0,1200.0,4.8,97.0,1020.9,2023-11-27 07:00:00
2.0,1400.0,6.4,96.0,1022.0,2023-11-27 08:00:00
2.0,4000.0,9.3,81.0,1022.3,2023-11-27 09:00:00
3.0,10000.0,10.9,62.0,1022.6,2023-11-27 10:00:00
4.0,10000.0,13.0,51.0,1022.3,2023-11-27 11:00:00
5.0,10000.0,15.1,48.0,1021.3,2023-11-27 12:00:00
6.0,10000.0,16.5,46.0,1020.6,2023-11-27 13:00:00
5.0,10000.0,17.4,43.0,1020.3,2023-11-27 14:00:00
5.0,10000.0,17.6,42.0,1020.2,2023-11-27 15:00:00
