wsd,pv,t,rh,slp,BJ
6.0,2700.0,16.3,99.0,1021.1,2021-10-10 16:00:00
8.0,3000.0,15.4,98.0,1022.1,2021-10-10 17:00:00
8.0,2500.0,14.0,97.0,1023.2,2021-10-10 18:00:00
6.0,5000.0,13.3,94.0,1024.4,2021-10-10 19:00:00
6.0,6000.0,13.7,95.0,1025.1,2021-10-10 20:00:00
6.0,5000.0,13.7,97.0,1025.9,2021-10-10 21:00:00
4.0,6000.0,13.5,97.0,1026.2,2021-10-10 22:00:00
5.0,10000.0,12.9,93.0,1026.3,2021-10-10 23:00:00
5.0,10000.0,12.6,93.0,1025.9,2021-10-11 00:00:00
4.0,10000.0,12.7,92.0,1025.6,2021-10-11 01:00:00
4.0,10000.0,12.9,89.0,1025.4,2021-10-11 02:00:00
6.0,10000.0,13.6,80.0,1025.0,2021-10-11 03:00:00
3.0,10000.0,13.4,90.0,1024.9,2021-10-11 04:00:00
3.0,10000.0,13.5,91.0,1025.0,2021-10-11 05:00:00
2.0,8000.0,13.6,96.0,1025.2,2021-10-11 06:00:00
2.0,7000.0,14.0,95.0,1025.5,2021-10-11 07:00:00
2.0,8000.0,14.6,91.0,1026.2,2021-10-11 08:00:00
3.0,10000.0,15.1,79.0,1026.4,2021-10-11 09:00:00
3.0,10000.0,15.6,75.0,1026.4,2021-10-11 10:00:00
4.0,10000.0,16.3,68.0,1025.7,2021-10-11 11:00:00
5.0,10000.0,17.9,64.0,1025.0,2021-10-11 12:00:00
4.0,10000.0,19.4,57.0,1024.0,2021-10-11 13:00:00
4.0,10000.0,19.3,59.0,1023.3,2021-10-11 14:00:00
5.0,10000.0,20.0,58.0,1022.8,2021-10-11 15:00:00
