wsd,pv,t,rh,slp,BJ
2.0,10000.0,-0.2,30.0,1041.5,2023-12-22 16:00:00
1.0,10000.0,-0.8,37.0,1041.6,2023-12-22 17:00:00
2.0,10000.0,-1.4,45.0,1041.6,2023-12-22 18:00:00
1.0,10000.0,-2.1,51.0,1042.4,2023-12-22 19:00:00
2.0,10000.0,-2.7,61.0,1042.5,2023-12-22 20:00:00
2.0,10000.0,-2.3,59.0,1042.4,2023-12-22 21:00:00
1.0,10000.0,-2.6,60.0,1041.9,2023-12-22 22:00:00
1.0,10000.0,-2.4,53.0,1041.8,2023-12-22 23:00:00
3.0,10000.0,-2.3,55.0,1041.1,2023-12-23 00:00:00
2.0,10000.0,-2.7,67.0,1040.4,2023-12-23 01:00:00
3.0,10000.0,-2.1,56.0,1040.8,2023-12-23 02:00:00
3.0,10000.0,-2.6,62.0,1039.7,2023-12-23 03:00:00
4.0,10000.0,-2.8,65.0,1038.0,2023-12-23 04:00:00
2.0,10000.0,-3.1,65.0,1038.1,2023-12-23 05:00:00
2.0,10000.0,-3.9,68.0,1038.6,2023-12-23 06:00:00
2.0,10000.0,-4.4,73.0,1038.9,2023-12-23 07:00:00
3.0,10000.0,-4.3,72.0,1038.9,2023-12-23 08:00:00
3.0,10000.0,-2.0,63.0,1039.0,2023-12-23 09:00:00
5.0,10000.0,-0.7,48.0,1039.5,2023-12-23 10:00:00
4.0,10000.0,0.9,43.0,1039.1,2023-12-23 11:00:00
3.0,10000.0,1.9,39.0,1037.9,2023-12-23 12:00:00
2.0,10000.0,3.3,34.0,1037.1,2023-12-23 13:00:00
2.0,10000.0,3.8,33.0,1036.7,2023-12-23 14:00:00
2.0,10000.0,3.8,35.0,1036.6,2023-12-23 15:00:00
