wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,22.5,40.0,1019.4,2024-10-01 16:00:00,275,16
5.0,10000.0,21.9,37.0,1019.9,2024-10-01 17:00:00,275,17
2.0,10000.0,18.7,52.0,1020.0,2024-10-01 18:00:00,275,18
2.0,10000.0,18.1,60.0,1020.5,2024-10-01 19:00:00,275,19
4.0,10000.0,17.1,56.0,1021.8,2024-10-01 20:00:00,275,20
3.0,10000.0,17.3,55.0,1021.9,2024-10-01 21:00:00,275,21
3.0,10000.0,17.0,59.0,1022.5,2024-10-01 22:00:00,275,22
3.0,10000.0,16.8,58.0,1022.3,2024-10-01 23:00:00,275,23
2.0,10000.0,16.1,63.0,1022.4,2024-10-02 00:00:00,276,0
0.0,10000.0,11.0,80.0,1024.7,2024-10-02 01:00:00,276,1
0.0,10000.0,10.5,85.0,1024.5,2024-10-02 02:00:00,276,2
0.0,10000.0,10.2,89.0,1024.3,2024-10-02 03:00:00,276,3
1.0,10000.0,9.7,93.0,1024.4,2024-10-02 04:00:00,276,4
0.0,10000.0,9.8,92.0,1024.6,2024-10-02 05:00:00,276,5
0.0,10000.0,9.0,93.0,1024.9,2024-10-02 06:00:00,276,6
0.0,10000.0,11.4,84.0,1025.4,2024-10-02 07:00:00,276,7
4.0,10000.0,16.2,54.0,1024.9,2024-10-02 08:00:00,276,8
6.0,10000.0,18.2,38.0,1025.5,2024-10-02 09:00:00,276,9
5.0,10000.0,19.7,35.0,1025.8,2024-10-02 10:00:00,276,10
5.0,10000.0,20.6,28.0,1025.2,2024-10-02 11:00:00,276,11
5.0,10000.0,22.2,29.0,1024.3,2024-10-02 12:00:00,276,12
5.0,10000.0,21.7,27.0,1023.4,2024-10-02 13:00:00,276,13
7.0,10000.0,22.4,25.0,1022.6,2024-10-02 14:00:00,276,14
5.0,10000.0,22.7,26.0,1022.3,2024-10-02 15:00:00,276,15
