wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,4000.0,10.4,63.0,1020.3,2024-01-09 16:00:00,9,16
5.0,4000.0,9.1,64.0,1021.0,2024-01-09 17:00:00,9,17
4.0,4000.0,6.9,76.0,1022.3,2024-01-09 18:00:00,9,18
3.0,4000.0,5.5,79.0,1023.6,2024-01-09 19:00:00,9,19
4.0,3000.0,4.6,84.0,1024.6,2024-01-09 20:00:00,9,20
5.0,2500.0,4.1,84.0,1025.7,2024-01-09 21:00:00,9,21
3.0,1800.0,1.8,92.0,1026.3,2024-01-09 22:00:00,9,22
2.0,1400.0,2.2,93.0,1027.0,2024-01-09 23:00:00,9,23
2.0,1400.0,1.5,91.0,1027.1,2024-01-10 00:00:00,10,0
3.0,1400.0,1.4,90.0,1027.3,2024-01-10 01:00:00,10,1
3.0,1400.0,1.1,93.0,1027.7,2024-01-10 02:00:00,10,2
3.0,1400.0,0.7,93.0,1027.9,2024-01-10 03:00:00,10,3
3.0,1400.0,0.5,93.0,1027.8,2024-01-10 04:00:00,10,4
3.0,1400.0,0.0,93.0,1028.3,2024-01-10 05:00:00,10,5
4.0,1300.0,-0.5,93.0,1028.5,2024-01-10 06:00:00,10,6
2.0,1000.0,-1.0,94.0,1028.9,2024-01-10 07:00:00,10,7
2.0,900.0,-1.0,94.0,1029.3,2024-01-10 08:00:00,10,8
2.0,1200.0,-0.3,91.0,1030.3,2024-01-10 09:00:00,10,9
2.0,1200.0,0.9,89.0,1030.9,2024-01-10 10:00:00,10,10
2.0,1400.0,2.4,84.0,1030.6,2024-01-10 11:00:00,10,11
1.0,2200.0,4.3,73.0,1029.6,2024-01-10 12:00:00,10,12
2.0,2800.0,5.2,63.0,1028.6,2024-01-10 13:00:00,10,13
2.0,3000.0,5.9,61.0,1027.9,2024-01-10 14:00:00,10,14
2.0,3000.0,6.3,60.0,1027.4,2024-01-10 15:00:00,10,15
