wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
7.0,10000.0,10.8,33.0,1027.7,2021-11-30 16:00:00,334,16
5.0,10000.0,8.8,36.0,1028.2,2021-11-30 17:00:00,334,17
3.0,10000.0,5.6,47.0,1028.9,2021-11-30 18:00:00,334,18
2.0,10000.0,5.6,48.0,1029.5,2021-11-30 19:00:00,334,19
3.0,10000.0,5.2,56.0,1030.3,2021-11-30 20:00:00,334,20
2.0,10000.0,4.2,61.0,1030.6,2021-11-30 21:00:00,334,21
2.0,10000.0,3.9,63.0,1030.8,2021-11-30 22:00:00,334,22
2.0,10000.0,3.7,63.0,1031.7,2021-11-30 23:00:00,334,23
3.0,10000.0,1.3,71.0,1031.6,2021-12-01 00:00:00,335,0
1.0,10000.0,1.6,71.0,1031.6,2021-12-01 01:00:00,335,1
2.0,10000.0,2.0,69.0,1031.6,2021-12-01 02:00:00,335,2
2.0,10000.0,0.1,78.0,1031.0,2021-12-01 03:00:00,335,3
0.0,8000.0,-0.4,92.0,1031.0,2021-12-01 04:00:00,335,4
1.0,8000.0,0.6,78.0,1031.4,2021-12-01 05:00:00,335,5
1.0,8000.0,-1.3,95.0,1031.8,2021-12-01 06:00:00,335,6
0.0,8000.0,-0.8,91.0,1032.4,2021-12-01 07:00:00,335,7
2.0,7000.0,0.3,91.0,1033.6,2021-12-01 08:00:00,335,8
1.0,10000.0,3.5,67.0,1034.0,2021-12-01 09:00:00,335,9
1.0,20000.0,5.1,40.0,1033.9,2021-12-01 10:00:00,335,10
1.0,20000.0,7.1,31.0,1033.5,2021-12-01 11:00:00,335,11
2.0,20000.0,7.6,24.0,1032.6,2021-12-01 12:00:00,335,12
2.0,10000.0,8.9,21.0,1031.4,2021-12-01 13:00:00,335,13
2.0,10000.0,9.0,19.0,1030.6,2021-12-01 14:00:00,335,14
2.0,10000.0,9.1,19.0,1030.0,2021-12-01 15:00:00,335,15
