wsd,pv,t,rh,slp,BJ
3.0,10000.0,23.9,36.0,1018.3,2023-10-23 16:00:00
3.0,10000.0,22.4,43.0,1017.9,2023-10-23 17:00:00
3.0,10000.0,19.6,53.0,1018.2,2023-10-23 18:00:00
2.0,10000.0,18.8,57.0,1018.4,2023-10-23 19:00:00
2.0,10000.0,17.3,67.0,1018.8,2023-10-23 20:00:00
1.0,10000.0,15.9,79.0,1018.9,2023-10-23 21:00:00
2.0,10000.0,15.9,72.0,1019.0,2023-10-23 22:00:00
2.0,10000.0,15.7,72.0,1018.8,2023-10-23 23:00:00
3.0,10000.0,14.7,79.0,1018.5,2023-10-24 00:00:00
3.0,10000.0,14.0,81.0,1018.2,2023-10-24 01:00:00
3.0,8000.0,15.2,76.0,1018.3,2023-10-24 02:00:00
3.0,8000.0,14.6,82.0,1018.2,2023-10-24 03:00:00
2.0,7000.0,14.2,83.0,1018.2,2023-10-24 04:00:00
2.0,7000.0,14.6,83.0,1018.3,2023-10-24 05:00:00
3.0,7000.0,13.6,84.0,1018.5,2023-10-24 06:00:00
1.0,7000.0,14.1,84.0,1018.9,2023-10-24 07:00:00
1.0,8000.0,16.9,68.0,1019.5,2023-10-24 08:00:00
2.0,10000.0,18.9,64.0,1019.8,2023-10-24 09:00:00
2.0,10000.0,21.6,53.0,1019.9,2023-10-24 10:00:00
2.0,10000.0,23.8,43.0,1019.6,2023-10-24 11:00:00
1.0,10000.0,25.6,34.0,1018.6,2023-10-24 12:00:00
1.0,10000.0,26.4,30.0,1017.6,2023-10-24 13:00:00
2.0,10000.0,26.4,32.0,1017.0,2023-10-24 14:00:00
2.0,10000.0,26.7,33.0,1016.6,2023-10-24 15:00:00
