wsd,pv,t,rh,slp,BJ
3.0,2000.0,21.4,98.0,1015.8,2021-10-09 16:00:00
4.0,1300.0,21.1,97.0,1016.0,2021-10-09 17:00:00
3.0,1300.0,20.8,98.0,1016.5,2021-10-09 18:00:00
4.0,1600.0,20.6,98.0,1017.2,2021-10-09 19:00:00
4.0,1600.0,20.7,98.0,1017.7,2021-10-09 20:00:00
3.0,1400.0,20.8,99.0,1018.0,2021-10-09 21:00:00
3.0,1400.0,20.6,98.0,1018.2,2021-10-09 22:00:00
4.0,1400.0,20.4,98.0,1018.4,2021-10-09 23:00:00
4.0,1400.0,20.3,98.0,1018.1,2021-10-10 00:00:00
4.0,1600.0,20.3,98.0,1018.0,2021-10-10 01:00:00
4.0,2000.0,20.2,97.0,1017.8,2021-10-10 02:00:00
5.0,2000.0,19.8,97.0,1017.7,2021-10-10 03:00:00
4.0,2500.0,19.7,98.0,1017.5,2021-10-10 04:00:00
5.0,2200.0,19.3,98.0,1017.6,2021-10-10 05:00:00
5.0,1800.0,19.1,98.0,1018.5,2021-10-10 06:00:00
5.0,1200.0,18.9,99.0,1018.9,2021-10-10 07:00:00
6.0,800.0,18.5,99.0,1019.5,2021-10-10 08:00:00
7.0,1200.0,17.9,98.0,1020.3,2021-10-10 09:00:00
6.0,2200.0,17.3,98.0,1020.7,2021-10-10 10:00:00
5.0,2500.0,17.0,99.0,1020.7,2021-10-10 11:00:00
5.0,2300.0,17.3,99.0,1020.7,2021-10-10 12:00:00
6.0,2200.0,17.3,98.0,1020.3,2021-10-10 13:00:00
6.0,2500.0,17.3,99.0,1020.1,2021-10-10 14:00:00
6.0,2000.0,17.3,99.0,1020.1,2021-10-10 15:00:00
