wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,600.0,17.8,98.0,1016.8,2021-10-08 16:00:00,281,16
4.0,1000.0,17.8,98.0,1016.8,2021-10-08 17:00:00,281,17
3.0,700.0,17.9,98.0,1017.0,2021-10-08 18:00:00,281,18
3.0,700.0,18.0,98.0,1017.6,2021-10-08 19:00:00,281,19
3.0,600.0,18.2,98.0,1018.1,2021-10-08 20:00:00,281,20
3.0,800.0,18.0,98.0,1018.2,2021-10-08 21:00:00,281,21
2.0,700.0,18.3,98.0,1018.2,2021-10-08 22:00:00,281,22
2.0,400.0,18.0,98.0,1018.4,2021-10-08 23:00:00,281,23
2.0,400.0,18.0,98.0,1018.0,2021-10-09 00:00:00,282,0
2.0,500.0,17.9,98.0,1017.7,2021-10-09 01:00:00,282,1
1.0,700.0,18.1,98.0,1017.3,2021-10-09 02:00:00,282,2
2.0,300.0,18.1,98.0,1017.1,2021-10-09 03:00:00,282,3
2.0,200.0,18.1,98.0,1016.8,2021-10-09 04:00:00,282,4
1.0,200.0,18.2,98.0,1017.2,2021-10-09 05:00:00,282,5
2.0,200.0,18.3,98.0,1017.7,2021-10-09 06:00:00,282,6
3.0,200.0,19.1,99.0,1017.9,2021-10-09 07:00:00,282,7
3.0,300.0,19.2,99.0,1018.2,2021-10-09 08:00:00,282,8
3.0,500.0,19.4,99.0,1018.5,2021-10-09 09:00:00,282,9
3.0,200.0,19.7,99.0,1018.4,2021-10-09 10:00:00,282,10
3.0,150.0,20.0,99.0,1018.4,2021-10-09 11:00:00,282,11
3.0,300.0,19.9,99.0,1017.9,2021-10-09 12:00:00,282,12
3.0,350.0,20.3,99.0,1017.1,2021-10-09 13:00:00,282,13
2.0,700.0,20.5,99.0,1016.4,2021-10-09 14:00:00,282,14
3.0,900.0,20.7,99.0,1015.9,2021-10-09 15:00:00,282,15
