wsd,pv,t,rh,slp,BJ
4.0,9000.0,15.8,32.0,1020.6,2023-11-28 16:00:00
3.0,8000.0,14.2,38.0,1020.0,2023-11-28 17:00:00
4.0,8000.0,13.4,41.0,1019.4,2023-11-28 18:00:00
4.0,8000.0,12.9,43.0,1019.2,2023-11-28 19:00:00
4.0,8000.0,12.8,42.0,1019.0,2023-11-28 20:00:00
5.0,8000.0,12.9,41.0,1019.3,2023-11-28 21:00:00
3.0,8000.0,12.2,47.0,1019.2,2023-11-28 22:00:00
3.0,7000.0,12.1,48.0,1019.2,2023-11-28 23:00:00
3.0,7000.0,12.5,48.0,1019.0,2023-11-29 00:00:00
4.0,7000.0,11.0,56.0,1018.9,2023-11-29 01:00:00
4.0,6000.0,10.3,60.0,1018.7,2023-11-29 02:00:00
2.0,6000.0,10.4,58.0,1019.0,2023-11-29 03:00:00
1.0,5000.0,9.4,62.0,1019.4,2023-11-29 04:00:00
1.0,5000.0,8.1,70.0,1019.4,2023-11-29 05:00:00
2.0,4500.0,7.7,75.0,1020.3,2023-11-29 06:00:00
2.0,4500.0,6.9,77.0,1021.4,2023-11-29 07:00:00
2.0,4500.0,6.7,82.0,1022.6,2023-11-29 08:00:00
3.0,4500.0,10.6,66.0,1023.7,2023-11-29 09:00:00
5.0,4500.0,13.3,56.0,1024.6,2023-11-29 10:00:00
7.0,6000.0,14.3,46.0,1025.3,2023-11-29 11:00:00
6.0,6000.0,14.0,52.0,1025.1,2023-11-29 12:00:00
7.0,6000.0,13.2,52.0,1025.4,2023-11-29 13:00:00
8.0,6000.0,13.1,53.0,1025.7,2023-11-29 14:00:00
8.0,8000.0,12.6,56.0,1026.5,2023-11-29 15:00:00
