wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,10000.0,21.4,40.0,1021.3,2022-10-20 16:00:00,293,16
4.0,10000.0,20.5,46.0,1021.5,2022-10-20 17:00:00,293,17
3.0,10000.0,19.2,50.0,1021.3,2022-10-20 18:00:00,293,18
3.0,10000.0,18.5,53.0,1021.5,2022-10-20 19:00:00,293,19
3.0,10000.0,18.3,54.0,1021.7,2022-10-20 20:00:00,293,20
3.0,10000.0,17.8,56.0,1021.3,2022-10-20 21:00:00,293,21
2.0,10000.0,16.3,67.0,1022.2,2022-10-20 22:00:00,293,22
3.0,10000.0,16.5,67.0,1022.1,2022-10-20 23:00:00,293,23
2.0,10000.0,16.2,70.0,1022.0,2022-10-21 00:00:00,294,0
2.0,10000.0,15.6,73.0,1021.9,2022-10-21 01:00:00,294,1
1.0,10000.0,15.6,73.0,1021.5,2022-10-21 02:00:00,294,2
1.0,10000.0,13.7,84.0,1021.5,2022-10-21 03:00:00,294,3
2.0,10000.0,13.7,86.0,1021.2,2022-10-21 04:00:00,294,4
2.0,10000.0,13.8,84.0,1021.1,2022-10-21 05:00:00,294,5
0.0,10000.0,13.0,87.0,1021.4,2022-10-21 06:00:00,294,6
1.0,10000.0,13.3,89.0,1021.8,2022-10-21 07:00:00,294,7
1.0,9000.0,16.0,75.0,1022.5,2022-10-21 08:00:00,294,8
2.0,8000.0,16.0,79.0,1022.7,2022-10-21 09:00:00,294,9
3.0,8000.0,17.4,71.0,1022.5,2022-10-21 10:00:00,294,10
1.0,9000.0,19.3,60.0,1023.1,2022-10-21 11:00:00,294,11
1.0,10000.0,20.4,59.0,1022.3,2022-10-21 12:00:00,294,12
2.0,10000.0,21.6,53.0,1021.4,2022-10-21 13:00:00,294,13
2.0,10000.0,22.6,46.0,1020.9,2022-10-21 14:00:00,294,14
1.0,10000.0,23.1,43.0,1020.8,2022-10-21 15:00:00,294,15
