wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,10000.0,23.3,71.0,1019.8,2024-10-16 16:00:00,290,16
4.0,10000.0,22.8,72.0,1020.0,2024-10-16 17:00:00,290,17
3.0,10000.0,22.3,76.0,1019.9,2024-10-16 18:00:00,290,18
5.0,10000.0,21.7,74.0,1020.2,2024-10-16 19:00:00,290,19
5.0,10000.0,20.0,89.0,1020.6,2024-10-16 20:00:00,290,20
3.0,10000.0,20.0,89.0,1020.6,2024-10-16 21:00:00,290,21
4.0,10000.0,20.2,90.0,1020.5,2024-10-16 22:00:00,290,22
4.0,5000.0,20.0,92.0,1019.9,2024-10-16 23:00:00,290,23
5.0,3500.0,19.7,93.0,1019.7,2024-10-17 00:00:00,291,0
4.0,8000.0,20.9,95.0,1011.7,2024-10-17 01:00:00,291,1
4.0,8000.0,21.0,95.0,1010.7,2024-10-17 02:00:00,291,2
3.0,10000.0,20.7,96.0,1010.8,2024-10-17 03:00:00,291,3
4.0,10000.0,20.5,96.0,1010.0,2024-10-17 04:00:00,291,4
3.0,7000.0,20.8,97.0,1010.3,2024-10-17 05:00:00,291,5
4.0,10000.0,21.3,96.0,1010.6,2024-10-17 06:00:00,291,6
4.0,10000.0,21.3,96.0,1010.8,2024-10-17 07:00:00,291,7
3.0,4500.0,19.4,93.0,1018.0,2024-10-17 08:00:00,291,8
4.0,5000.0,20.3,90.0,1017.9,2024-10-17 09:00:00,291,9
4.0,5000.0,21.0,88.0,1017.8,2024-10-17 10:00:00,291,10
4.0,6000.0,22.0,83.0,1017.4,2024-10-17 11:00:00,291,11
4.0,10000.0,23.2,78.0,1016.1,2024-10-17 12:00:00,291,12
5.0,10000.0,25.1,70.0,1014.9,2024-10-17 13:00:00,291,13
5.0,10000.0,24.7,70.0,1014.0,2024-10-17 14:00:00,291,14
4.0,10000.0,24.3,74.0,1013.5,2024-10-17 15:00:00,291,15
