wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,9000.0,10.9,69.0,1012.1,2022-03-18 16:00:00,77,16
2.0,10000.0,11.5,69.0,1011.2,2022-03-18 17:00:00,77,17
3.0,10000.0,11.1,71.0,1010.9,2022-03-18 18:00:00,77,18
3.0,10000.0,10.6,75.0,1010.3,2022-03-18 19:00:00,77,19
4.0,10000.0,9.9,80.0,1010.2,2022-03-18 20:00:00,77,20
1.0,6000.0,9.7,82.0,1011.5,2022-03-18 21:00:00,77,21
1.0,5000.0,8.9,89.0,1010.8,2022-03-18 22:00:00,77,22
2.0,5000.0,9.6,85.0,1009.7,2022-03-18 23:00:00,77,23
2.0,5000.0,7.6,93.0,1011.4,2022-03-19 00:00:00,78,0
3.0,4000.0,7.7,94.0,1011.6,2022-03-19 01:00:00,78,1
3.0,4500.0,8.5,92.0,1012.5,2022-03-19 02:00:00,78,2
2.0,4500.0,8.2,93.0,1012.6,2022-03-19 03:00:00,78,3
4.0,4500.0,9.3,87.0,1013.0,2022-03-19 04:00:00,78,4
3.0,4500.0,9.1,88.0,1013.6,2022-03-19 05:00:00,78,5
2.0,4500.0,8.9,89.0,1014.2,2022-03-19 06:00:00,78,6
3.0,4000.0,8.9,89.0,1014.8,2022-03-19 07:00:00,78,7
4.0,4000.0,9.6,86.0,1015.3,2022-03-19 08:00:00,78,8
5.0,5000.0,10.8,80.0,1016.6,2022-03-19 09:00:00,78,9
5.0,5000.0,11.0,76.0,1017.4,2022-03-19 10:00:00,78,10
6.0,4500.0,11.4,76.0,1017.2,2022-03-19 11:00:00,78,11
5.0,4500.0,11.8,74.0,1017.1,2022-03-19 12:00:00,78,12
4.0,5000.0,12.5,70.0,1015.8,2022-03-19 13:00:00,78,13
6.0,4500.0,12.1,71.0,1015.2,2022-03-19 14:00:00,78,14
7.0,4000.0,10.9,76.0,1014.6,2022-03-19 15:00:00,78,15
