wsd,pv,t,rh,slp,BJ
8.0,10000.0,1.2,25.0,1038.6,2022-12-17 16:00:00
5.0,10000.0,0.2,29.0,1038.1,2022-12-17 17:00:00
4.0,10000.0,-1.0,35.0,1038.4,2022-12-17 18:00:00
3.0,10000.0,-2.1,40.0,1038.5,2022-12-17 19:00:00
2.0,10000.0,-2.9,45.0,1039.1,2022-12-17 20:00:00
3.0,10000.0,-3.2,47.0,1039.3,2022-12-17 21:00:00
2.0,10000.0,-2.9,42.0,1038.7,2022-12-17 22:00:00
3.0,10000.0,-4.4,57.0,1038.4,2022-12-17 23:00:00
2.0,10000.0,-4.7,56.0,1037.7,2022-12-18 00:00:00
3.0,10000.0,-5.1,60.0,1037.4,2022-12-18 01:00:00
2.0,10000.0,-5.6,64.0,1036.8,2022-12-18 02:00:00
3.0,10000.0,-4.9,58.0,1036.1,2022-12-18 03:00:00
3.0,10000.0,-4.6,51.0,1035.2,2022-12-18 04:00:00
2.0,10000.0,-5.0,50.0,1034.3,2022-12-18 05:00:00
2.0,10000.0,-6.2,63.0,1033.9,2022-12-18 06:00:00
2.0,10000.0,-5.4,58.0,1033.8,2022-12-18 07:00:00
2.0,10000.0,-3.3,53.0,1033.7,2022-12-18 08:00:00
3.0,10000.0,-0.7,43.0,1033.6,2022-12-18 09:00:00
3.0,10000.0,2.2,33.0,1033.5,2022-12-18 10:00:00
3.0,10000.0,4.7,28.0,1032.7,2022-12-18 11:00:00
5.0,10000.0,6.1,18.0,1031.1,2022-12-18 12:00:00
5.0,10000.0,6.8,19.0,1029.7,2022-12-18 13:00:00
5.0,10000.0,7.4,16.0,1028.4,2022-12-18 14:00:00
4.0,10000.0,7.7,16.0,1027.5,2022-12-18 15:00:00
