wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,8.9,48.0,1022.9,2023-02-03 16:00:00,34,16
3.0,10000.0,8.0,50.0,1022.9,2023-02-03 17:00:00,34,17
2.0,7000.0,6.1,57.0,1023.2,2023-02-03 18:00:00,34,18
2.0,8000.0,4.9,64.0,1023.6,2023-02-03 19:00:00,34,19
1.0,8000.0,3.8,68.0,1024.6,2023-02-03 20:00:00,34,20
2.0,5000.0,2.2,77.0,1025.4,2023-02-03 21:00:00,34,21
1.0,5000.0,1.3,86.0,1025.3,2023-02-03 22:00:00,34,22
2.0,5000.0,3.3,73.0,1025.4,2023-02-03 23:00:00,34,23
0.0,5000.0,0.9,85.0,1025.7,2023-02-04 00:00:00,35,0
2.0,4000.0,1.3,79.0,1025.5,2023-02-04 01:00:00,35,1
3.0,4000.0,0.9,85.0,1024.9,2023-02-04 02:00:00,35,2
2.0,3500.0,-1.2,91.0,1025.3,2023-02-04 03:00:00,35,3
1.0,3500.0,-0.8,92.0,1025.5,2023-02-04 04:00:00,35,4
2.0,3500.0,-1.2,92.0,1025.4,2023-02-04 05:00:00,35,5
0.0,2800.0,-1.5,93.0,1025.8,2023-02-04 06:00:00,35,6
2.0,2500.0,-1.8,93.0,1026.1,2023-02-04 07:00:00,35,7
2.0,3000.0,1.3,87.0,1026.7,2023-02-04 08:00:00,35,8
2.0,4000.0,3.4,80.0,1027.1,2023-02-04 09:00:00,35,9
4.0,5000.0,7.0,65.0,1026.9,2023-02-04 10:00:00,35,10
5.0,6000.0,9.0,53.0,1026.7,2023-02-04 11:00:00,35,11
4.0,8000.0,10.2,46.0,1026.0,2023-02-04 12:00:00,35,12
4.0,8000.0,10.1,45.0,1024.8,2023-02-04 13:00:00,35,13
3.0,8000.0,11.3,42.0,1024.1,2023-02-04 14:00:00,35,14
4.0,8000.0,11.2,42.0,1024.0,2023-02-04 15:00:00,35,15
