wsd,pv,t,rh,slp,BJ
5.0,10000.0,5.7,39.0,1035.1,2024-12-18 16:00:00
4.0,10000.0,4.2,42.0,1035.6,2024-12-18 17:00:00
4.0,10000.0,2.5,46.0,1035.4,2024-12-18 18:00:00
3.0,10000.0,1.6,52.0,1035.6,2024-12-18 19:00:00
3.0,10000.0,1.0,53.0,1036.1,2024-12-18 20:00:00
2.0,10000.0,0.5,56.0,1036.3,2024-12-18 21:00:00
2.0,10000.0,0.9,53.0,1036.8,2024-12-18 22:00:00
1.0,10000.0,-1.1,64.0,1037.1,2024-12-18 23:00:00
3.0,10000.0,-1.8,73.0,1037.0,2024-12-19 00:00:00
0.0,8000.0,-1.3,83.0,1027.8,2024-12-19 01:00:00
1.0,7000.0,-1.3,80.0,1026.9,2024-12-19 02:00:00
0.0,7000.0,-1.5,80.0,1026.8,2024-12-19 03:00:00
1.0,8000.0,-0.9,75.0,1027.0,2024-12-19 04:00:00
0.0,6000.0,-2.1,82.0,1026.6,2024-12-19 05:00:00
2.0,6000.0,-1.2,77.0,1026.5,2024-12-19 06:00:00
2.0,5000.0,-1.6,79.0,1026.5,2024-12-19 07:00:00
1.0,10000.0,-1.8,80.0,1035.4,2024-12-19 08:00:00
1.0,10000.0,1.6,57.0,1035.3,2024-12-19 09:00:00
3.0,10000.0,3.3,46.0,1035.4,2024-12-19 10:00:00
3.0,10000.0,4.4,46.0,1034.6,2024-12-19 11:00:00
2.0,10000.0,4.8,41.0,1033.1,2024-12-19 12:00:00
3.0,10000.0,5.6,38.0,1032.1,2024-12-19 13:00:00
2.0,10000.0,5.8,37.0,1031.0,2024-12-19 14:00:00
3.0,10000.0,6.3,37.0,1030.5,2024-12-19 15:00:00
