wsd,pv,t,rh,slp,BJ
3.0,10000.0,39.3,32.0,1008.0,2022-10-03 16:00:00
3.0,10000.0,38.4,34.0,1008.0,2022-10-03 17:00:00
2.0,10000.0,35.6,42.0,1008.4,2022-10-03 18:00:00
7.0,10000.0,32.2,58.0,1009.9,2022-10-03 19:00:00
8.0,5000.0,29.7,66.0,1011.2,2022-10-03 20:00:00
8.0,5000.0,26.2,75.0,1013.1,2022-10-03 21:00:00
10.0,8000.0,24.2,77.0,1014.6,2022-10-03 22:00:00
7.0,10000.0,23.6,78.0,1015.5,2022-10-03 23:00:00
7.0,10000.0,22.9,78.0,1016.4,2022-10-04 00:00:00
6.0,10000.0,22.7,80.0,1016.6,2022-10-04 01:00:00
4.0,10000.0,22.6,80.0,1016.8,2022-10-04 02:00:00
5.0,3500.0,20.4,93.0,1017.4,2022-10-04 03:00:00
6.0,3000.0,19.3,96.0,1017.9,2022-10-04 04:00:00
7.0,3000.0,17.3,94.0,1018.9,2022-10-04 05:00:00
6.0,5000.0,17.0,93.0,1020.0,2022-10-04 06:00:00
7.0,9000.0,16.7,88.0,1021.3,2022-10-04 07:00:00
7.0,9000.0,15.8,91.0,1022.5,2022-10-04 08:00:00
7.0,5000.0,15.5,93.0,1023.6,2022-10-04 09:00:00
6.0,4000.0,15.0,95.0,1024.4,2022-10-04 10:00:00
9.0,4000.0,14.2,92.0,1025.0,2022-10-04 11:00:00
6.0,3000.0,13.5,94.0,1025.1,2022-10-04 12:00:00
5.0,5000.0,13.3,94.0,1025.2,2022-10-04 13:00:00
7.0,4500.0,12.8,95.0,1024.9,2022-10-04 14:00:00
6.0,6000.0,12.4,95.0,1025.0,2022-10-04 15:00:00
