wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,7.3,17.0,1027.1,2022-12-18 16:00:00,352,16
2.0,10000.0,5.8,22.0,1026.4,2022-12-18 17:00:00,352,17
3.0,10000.0,4.0,29.0,1026.1,2022-12-18 18:00:00,352,18
4.0,10000.0,3.4,29.0,1026.0,2022-12-18 19:00:00,352,19
3.0,10000.0,0.1,45.0,1026.0,2022-12-18 20:00:00,352,20
3.0,10000.0,-0.9,53.0,1026.3,2022-12-18 21:00:00,352,21
1.0,10000.0,-2.0,58.0,1026.3,2022-12-18 22:00:00,352,22
3.0,10000.0,-2.5,61.0,1026.3,2022-12-18 23:00:00,352,23
2.0,10000.0,-1.5,57.0,1026.0,2022-12-19 00:00:00,353,0
4.0,10000.0,-3.4,68.0,1025.6,2022-12-19 01:00:00,353,1
4.0,10000.0,-3.5,66.0,1025.5,2022-12-19 02:00:00,353,2
4.0,10000.0,-2.7,62.0,1025.3,2022-12-19 03:00:00,353,3
4.0,10000.0,-2.8,64.0,1025.0,2022-12-19 04:00:00,353,4
3.0,10000.0,-3.6,68.0,1024.9,2022-12-19 05:00:00,353,5
3.0,10000.0,-4.2,71.0,1024.9,2022-12-19 06:00:00,353,6
3.0,10000.0,-3.7,66.0,1025.3,2022-12-19 07:00:00,353,7
2.0,10000.0,-1.4,65.0,1025.6,2022-12-19 08:00:00,353,8
4.0,10000.0,2.6,50.0,1026.3,2022-12-19 09:00:00,353,9
4.0,10000.0,5.8,37.0,1026.3,2022-12-19 10:00:00,353,10
3.0,10000.0,8.4,30.0,1026.0,2022-12-19 11:00:00,353,11
4.0,10000.0,10.7,25.0,1024.8,2022-12-19 12:00:00,353,12
4.0,10000.0,11.5,22.0,1023.7,2022-12-19 13:00:00,353,13
4.0,10000.0,12.1,19.0,1023.0,2022-12-19 14:00:00,353,14
4.0,10000.0,12.0,19.0,1022.7,2022-12-19 15:00:00,353,15
