wsd,pv,t,rh,slp,BJ
4.0,6000.0,2.4,93.0,1032.4,2022-12-04 16:00:00
2.0,6000.0,2.3,93.0,1033.0,2022-12-04 17:00:00
2.0,5000.0,2.2,95.0,1033.5,2022-12-04 18:00:00
1.0,7000.0,2.4,95.0,1034.1,2022-12-04 19:00:00
0.0,8000.0,2.9,90.0,1034.4,2022-12-04 20:00:00
2.0,7000.0,3.0,93.0,1034.6,2022-12-04 21:00:00
3.0,6000.0,2.4,91.0,1035.1,2022-12-04 22:00:00
2.0,4000.0,1.6,93.0,1035.1,2022-12-04 23:00:00
1.0,3600.0,1.7,95.0,1035.0,2022-12-05 00:00:00
0.0,4500.0,1.6,95.0,1034.6,2022-12-05 01:00:00
2.0,3700.0,1.9,96.0,1034.2,2022-12-05 02:00:00
2.0,3700.0,2.0,96.0,1034.2,2022-12-05 03:00:00
2.0,2800.0,2.2,97.0,1033.7,2022-12-05 04:00:00
3.0,7000.0,2.5,94.0,1033.9,2022-12-05 05:00:00
3.0,10000.0,2.3,86.0,1033.9,2022-12-05 06:00:00
2.0,10000.0,2.1,86.0,1034.4,2022-12-05 07:00:00
2.0,7000.0,2.1,89.0,1035.0,2022-12-05 08:00:00
2.0,7000.0,2.8,88.0,1034.7,2022-12-05 09:00:00
2.0,10000.0,3.9,85.0,1034.7,2022-12-05 10:00:00
1.0,10000.0,5.0,79.0,1034.1,2022-12-05 11:00:00
2.0,10000.0,5.6,77.0,1033.0,2022-12-05 12:00:00
1.0,10000.0,6.4,73.0,1031.9,2022-12-05 13:00:00
2.0,10000.0,6.8,71.0,1031.2,2022-12-05 14:00:00
1.0,10000.0,6.8,70.0,1030.8,2022-12-05 15:00:00
