wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,14.1,25.0,1027.9,2021-02-18 16:00:00,49,16
3.0,10000.0,12.9,27.0,1027.5,2021-02-18 17:00:00,49,17
3.0,10000.0,10.6,29.0,1027.2,2021-02-18 18:00:00,49,18
3.0,10000.0,7.7,40.0,1027.0,2021-02-18 19:00:00,49,19
3.0,10000.0,6.9,45.0,1026.9,2021-02-18 20:00:00,49,20
3.0,10000.0,6.5,50.0,1027.0,2021-02-18 21:00:00,49,21
3.0,10000.0,5.8,54.0,1026.8,2021-02-18 22:00:00,49,22
5.0,10000.0,6.1,57.0,1026.1,2021-02-18 23:00:00,49,23
4.0,10000.0,5.5,59.0,1025.5,2021-02-19 00:00:00,50,0
4.0,10000.0,5.0,62.0,1025.0,2021-02-19 01:00:00,50,1
4.0,10000.0,4.3,65.0,1024.3,2021-02-19 02:00:00,50,2
5.0,10000.0,3.8,67.0,1023.6,2021-02-19 03:00:00,50,3
5.0,10000.0,4.0,68.0,1022.7,2021-02-19 04:00:00,50,4
5.0,10000.0,4.2,67.0,1022.3,2021-02-19 05:00:00,50,5
5.0,10000.0,4.3,66.0,1022.1,2021-02-19 06:00:00,50,6
5.0,10000.0,4.2,67.0,1022.2,2021-02-19 07:00:00,50,7
4.0,10000.0,7.0,59.0,1022.3,2021-02-19 08:00:00,50,8
5.0,10000.0,11.6,41.0,1022.4,2021-02-19 09:00:00,50,9
5.0,10000.0,15.9,29.0,1022.0,2021-02-19 10:00:00,50,10
6.0,10000.0,18.0,23.0,1021.3,2021-02-19 11:00:00,50,11
5.0,20000.0,20.1,23.0,1020.3,2021-02-19 12:00:00,50,12
5.0,20000.0,21.5,23.0,1019.0,2021-02-19 13:00:00,50,13
7.0,20000.0,22.5,21.0,1017.9,2021-02-19 14:00:00,50,14
6.0,20000.0,22.3,21.0,1017.1,2021-02-19 15:00:00,50,15
