wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,5000.0,10.1,50.0,1027.1,2022-01-16 16:00:00,16,16
3.0,5000.0,9.2,52.0,1026.9,2022-01-16 17:00:00,16,17
2.0,4500.0,7.8,60.0,1027.2,2022-01-16 18:00:00,16,18
2.0,4000.0,7.7,59.0,1027.5,2022-01-16 19:00:00,16,19
2.0,3900.0,7.2,62.0,1027.2,2022-01-16 20:00:00,16,20
2.0,3800.0,6.6,67.0,1027.4,2022-01-16 21:00:00,16,21
3.0,3500.0,6.4,69.0,1027.4,2022-01-16 22:00:00,16,22
2.0,3200.0,5.8,72.0,1027.3,2022-01-16 23:00:00,16,23
2.0,2900.0,4.9,76.0,1026.6,2022-01-17 00:00:00,17,0
3.0,2900.0,4.4,80.0,1026.3,2022-01-17 01:00:00,17,1
1.0,2800.0,3.4,85.0,1026.4,2022-01-17 02:00:00,17,2
2.0,2500.0,3.1,89.0,1026.7,2022-01-17 03:00:00,17,3
2.0,2400.0,2.8,90.0,1026.5,2022-01-17 04:00:00,17,4
3.0,2600.0,3.5,85.0,1026.3,2022-01-17 05:00:00,17,5
3.0,2200.0,2.4,90.0,1026.5,2022-01-17 06:00:00,17,6
2.0,2000.0,2.9,89.0,1027.3,2022-01-17 07:00:00,17,7
2.0,1600.0,3.3,89.0,1027.6,2022-01-17 08:00:00,17,8
0.0,2000.0,4.9,83.0,1029.3,2022-01-17 09:00:00,17,9
2.0,2300.0,6.6,78.0,1029.8,2022-01-17 10:00:00,17,10
2.0,2400.0,8.5,70.0,1030.1,2022-01-17 11:00:00,17,11
3.0,2800.0,9.7,64.0,1029.1,2022-01-17 12:00:00,17,12
3.0,3200.0,11.0,56.0,1028.2,2022-01-17 13:00:00,17,13
3.0,4000.0,11.7,51.0,1027.8,2022-01-17 14:00:00,17,14
4.0,4000.0,11.5,48.0,1027.7,2022-01-17 15:00:00,17,15
