wsd,pv,t,rh,slp,BJ
2.0,5000.0,7.8,44.0,1026.5,2024-01-01 16:00:00
2.0,5000.0,6.7,53.0,1026.3,2024-01-01 17:00:00
2.0,5000.0,5.2,59.0,1026.5,2024-01-01 18:00:00
3.0,6000.0,4.0,65.0,1026.3,2024-01-01 19:00:00
3.0,6000.0,3.5,65.0,1026.1,2024-01-01 20:00:00
3.0,5000.0,3.2,66.0,1025.9,2024-01-01 21:00:00
2.0,5000.0,3.6,64.0,1026.3,2024-01-01 22:00:00
2.0,5000.0,0.9,86.0,1026.0,2024-01-01 23:00:00
2.0,5000.0,1.1,83.0,1025.6,2024-01-02 00:00:00
2.0,4500.0,0.1,85.0,1025.5,2024-01-02 01:00:00
2.0,4000.0,-0.8,90.0,1025.1,2024-01-02 02:00:00
2.0,4000.0,1.0,79.0,1024.8,2024-01-02 03:00:00
1.0,5000.0,0.6,81.0,1024.4,2024-01-02 04:00:00
2.0,4000.0,-0.1,83.0,1023.8,2024-01-02 05:00:00
1.0,4000.0,-0.4,85.0,1023.9,2024-01-02 06:00:00
2.0,3500.0,0.4,87.0,1024.1,2024-01-02 07:00:00
1.0,2800.0,0.5,89.0,1024.2,2024-01-02 08:00:00
1.0,3000.0,2.8,82.0,1024.6,2024-01-02 09:00:00
1.0,3500.0,4.1,78.0,1024.5,2024-01-02 10:00:00
2.0,3000.0,4.7,81.0,1024.7,2024-01-02 11:00:00
4.0,2000.0,3.9,88.0,1024.5,2024-01-02 12:00:00
4.0,1600.0,2.8,92.0,1024.5,2024-01-02 13:00:00
4.0,1400.0,2.1,93.0,1024.4,2024-01-02 14:00:00
2.0,800.0,0.8,95.0,1024.0,2024-01-02 15:00:00
