wsd,pv,t,rh,slp,BJ
2.0,10000.0,22.5,37.0,1014.9,2023-11-08 16:00:00
2.0,10000.0,21.0,42.0,1015.2,2023-11-08 17:00:00
2.0,10000.0,18.0,55.0,1015.5,2023-11-08 18:00:00
2.0,10000.0,16.9,59.0,1016.1,2023-11-08 19:00:00
4.0,10000.0,15.5,74.0,1016.5,2023-11-08 20:00:00
3.0,10000.0,15.6,77.0,1017.1,2023-11-08 21:00:00
4.0,10000.0,14.7,85.0,1017.2,2023-11-08 22:00:00
2.0,6000.0,14.1,89.0,1017.2,2023-11-08 23:00:00
1.0,5000.0,13.6,93.0,1017.3,2023-11-09 00:00:00
1.0,4000.0,11.9,95.0,1017.1,2023-11-09 01:00:00
2.0,2500.0,11.8,97.0,1016.7,2023-11-09 02:00:00
3.0,2800.0,12.5,95.0,1016.0,2023-11-09 03:00:00
2.0,2500.0,12.2,96.0,1016.0,2023-11-09 04:00:00
3.0,2500.0,14.0,94.0,1016.7,2023-11-09 05:00:00
2.0,2000.0,13.0,96.0,1017.1,2023-11-09 06:00:00
2.0,1700.0,12.8,97.0,1017.1,2023-11-09 07:00:00
3.0,1700.0,13.0,97.0,1017.9,2023-11-09 08:00:00
2.0,2200.0,14.0,96.0,1018.8,2023-11-09 09:00:00
3.0,2400.0,14.6,95.0,1019.2,2023-11-09 10:00:00
4.0,2100.0,15.1,94.0,1018.6,2023-11-09 11:00:00
4.0,3500.0,16.0,90.0,1017.9,2023-11-09 12:00:00
2.0,4000.0,16.4,90.0,1017.8,2023-11-09 13:00:00
1.0,4000.0,16.8,88.0,1017.3,2023-11-09 14:00:00
2.0,5000.0,17.2,89.0,1017.5,2023-11-09 15:00:00
