wsd,pv,t,rh,slp,BJ
4.0,3000.0,5.2,90.0,1023.3,2022-01-10 16:00:00
2.0,2800.0,4.9,90.0,1024.1,2022-01-10 17:00:00
2.0,2900.0,4.5,91.0,1025.0,2022-01-10 18:00:00
2.0,3500.0,4.4,90.0,1025.7,2022-01-10 19:00:00
2.0,3000.0,4.6,92.0,1026.4,2022-01-10 20:00:00
4.0,2500.0,4.8,90.0,1026.9,2022-01-10 21:00:00
3.0,2300.0,4.2,93.0,1027.5,2022-01-10 22:00:00
3.0,2400.0,4.4,89.0,1027.9,2022-01-10 23:00:00
2.0,2000.0,4.2,92.0,1028.3,2022-01-11 00:00:00
4.0,1600.0,4.3,92.0,1028.5,2022-01-11 01:00:00
2.0,1600.0,4.2,93.0,1028.5,2022-01-11 02:00:00
3.0,1400.0,4.1,94.0,1028.7,2022-01-11 03:00:00
4.0,1400.0,3.8,93.0,1028.5,2022-01-11 04:00:00
3.0,1600.0,3.1,92.0,1028.4,2022-01-11 05:00:00
3.0,1600.0,2.8,93.0,1028.7,2022-01-11 06:00:00
2.0,1600.0,2.3,93.0,1029.3,2022-01-11 07:00:00
2.0,1400.0,2.0,92.0,1029.5,2022-01-11 08:00:00
2.0,1600.0,3.1,84.0,1030.2,2022-01-11 09:00:00
2.0,2000.0,4.1,80.0,1030.8,2022-01-11 10:00:00
1.0,3500.0,4.9,72.0,1030.4,2022-01-11 11:00:00
3.0,4000.0,5.1,61.0,1029.3,2022-01-11 12:00:00
3.0,4500.0,5.5,61.0,1028.4,2022-01-11 13:00:00
2.0,4500.0,5.7,60.0,1027.7,2022-01-11 14:00:00
2.0,4500.0,5.8,59.0,1027.2,2022-01-11 15:00:00
