wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,1300.0,12.2,96.0,1007.3,2023-03-21 16:00:00,80,16
3.0,1600.0,12.3,96.0,1006.8,2023-03-21 17:00:00,80,17
2.0,1800.0,12.2,96.0,1007.1,2023-03-21 18:00:00,80,18
1.0,2500.0,12.3,97.0,1007.3,2023-03-21 19:00:00,80,19
2.0,2300.0,12.2,97.0,1007.3,2023-03-21 20:00:00,80,20
1.0,2500.0,12.3,96.0,1008.3,2023-03-21 21:00:00,80,21
1.0,2000.0,12.3,97.0,1008.6,2023-03-21 22:00:00,80,22
1.0,1600.0,12.2,97.0,1008.8,2023-03-21 23:00:00,80,23
3.0,1200.0,12.2,98.0,1008.9,2023-03-22 00:00:00,81,0
3.0,1300.0,12.1,98.0,1008.1,2023-03-22 01:00:00,81,1
2.0,1400.0,12.1,98.0,1008.0,2023-03-22 02:00:00,81,2
2.0,1500.0,12.1,98.0,1007.0,2023-03-22 03:00:00,81,3
2.0,1500.0,12.2,98.0,1007.2,2023-03-22 04:00:00,81,4
2.0,1400.0,12.1,98.0,1006.9,2023-03-22 05:00:00,81,5
2.0,1400.0,12.1,98.0,1007.6,2023-03-22 06:00:00,81,6
2.0,800.0,12.1,98.0,1007.4,2023-03-22 07:00:00,81,7
3.0,800.0,12.3,98.0,1007.9,2023-03-22 08:00:00,81,8
3.0,800.0,12.5,98.0,1008.7,2023-03-22 09:00:00,81,9
3.0,1000.0,12.8,98.0,1009.0,2023-03-22 10:00:00,81,10
3.0,1700.0,12.9,98.0,1008.6,2023-03-22 11:00:00,81,11
4.0,1400.0,13.0,97.0,1008.2,2023-03-22 12:00:00,81,12
5.0,1200.0,13.0,98.0,1007.7,2023-03-22 13:00:00,81,13
5.0,1600.0,13.0,98.0,1007.4,2023-03-22 14:00:00,81,14
4.0,2800.0,13.0,97.0,1007.5,2023-03-22 15:00:00,81,15
