wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,3.7,54.0,1029.6,2024-02-25 16:00:00,56,16
3.0,10000.0,3.8,57.0,1029.3,2024-02-25 17:00:00,56,17
2.0,10000.0,3.1,65.0,1030.0,2024-02-25 18:00:00,56,18
2.0,10000.0,2.3,76.0,1030.3,2024-02-25 19:00:00,56,19
2.0,7000.0,2.2,76.0,1031.4,2024-02-25 20:00:00,56,20
1.0,7000.0,1.5,80.0,1031.6,2024-02-25 21:00:00,56,21
1.0,6000.0,1.8,79.0,1031.7,2024-02-25 22:00:00,56,22
1.0,6000.0,1.8,83.0,1032.2,2024-02-25 23:00:00,56,23
2.0,7000.0,1.9,72.0,1032.6,2024-02-26 00:00:00,57,0
2.0,7000.0,1.5,77.0,1032.5,2024-02-26 01:00:00,57,1
2.0,7000.0,1.5,75.0,1032.1,2024-02-26 02:00:00,57,2
2.0,7000.0,1.5,77.0,1031.7,2024-02-26 03:00:00,57,3
2.0,7000.0,1.1,80.0,1030.9,2024-02-26 04:00:00,57,4
2.0,7000.0,1.0,78.0,1031.6,2024-02-26 05:00:00,57,5
1.0,7000.0,0.5,80.0,1032.0,2024-02-26 06:00:00,57,6
1.0,5000.0,-0.4,88.0,1032.0,2024-02-26 07:00:00,57,7
1.0,6000.0,1.2,77.0,1032.8,2024-02-26 08:00:00,57,8
3.0,8000.0,2.9,63.0,1033.2,2024-02-26 09:00:00,57,9
5.0,10000.0,4.2,53.0,1033.0,2024-02-26 10:00:00,57,10
5.0,10000.0,5.4,53.0,1033.0,2024-02-26 11:00:00,57,11
6.0,10000.0,5.7,46.0,1032.8,2024-02-26 12:00:00,57,12
4.0,10000.0,6.0,48.0,1031.8,2024-02-26 13:00:00,57,13
4.0,10000.0,6.0,49.0,1031.3,2024-02-26 14:00:00,57,14
4.0,10000.0,6.4,44.0,1030.3,2024-02-26 15:00:00,57,15
