wsd,pv,t,rh,slp,BJ
2.0,5000.0,9.7,72.0,1023.4,2022-12-08 16:00:00
2.0,4000.0,9.0,77.0,1023.3,2022-12-08 17:00:00
2.0,4000.0,8.3,82.0,1023.8,2022-12-08 18:00:00
1.0,4000.0,8.5,80.0,1024.0,2022-12-08 19:00:00
1.0,4000.0,8.4,80.0,1024.3,2022-12-08 20:00:00
2.0,3800.0,7.9,84.0,1024.6,2022-12-08 21:00:00
2.0,3600.0,8.0,83.0,1024.7,2022-12-08 22:00:00
2.0,2900.0,7.6,85.0,1024.7,2022-12-08 23:00:00
1.0,2900.0,7.7,83.0,1024.6,2022-12-09 00:00:00
1.0,2900.0,7.5,83.0,1024.2,2022-12-09 01:00:00
2.0,2600.0,7.4,86.0,1024.1,2022-12-09 02:00:00
2.0,2500.0,7.0,88.0,1024.0,2022-12-09 03:00:00
0.0,2500.0,7.1,86.0,1023.8,2022-12-09 04:00:00
1.0,2500.0,7.2,85.0,1023.5,2022-12-09 05:00:00
0.0,2500.0,6.8,89.0,1023.6,2022-12-09 06:00:00
1.0,2000.0,7.1,87.0,1023.9,2022-12-09 07:00:00
3.0,1600.0,7.1,89.0,1024.4,2022-12-09 08:00:00
2.0,1600.0,7.7,88.0,1024.9,2022-12-09 09:00:00
3.0,1200.0,8.3,88.0,1025.3,2022-12-09 10:00:00
3.0,1600.0,8.9,83.0,1024.6,2022-12-09 11:00:00
3.0,2200.0,9.9,77.0,1023.8,2022-12-09 12:00:00
1.0,3000.0,10.7,73.0,1022.4,2022-12-09 13:00:00
1.0,3500.0,11.0,70.0,1021.9,2022-12-09 14:00:00
3.0,3500.0,10.5,73.0,1021.6,2022-12-09 15:00:00
