wsd,pv,t,rh,slp,BJ
5.0,10000.0,26.7,30.0,1017.3,2023-10-17 16:00:00
4.0,10000.0,25.3,35.0,1017.3,2023-10-17 17:00:00
3.0,10000.0,22.6,39.0,1017.5,2023-10-17 18:00:00
4.0,10000.0,21.8,38.0,1017.5,2023-10-17 19:00:00
3.0,10000.0,21.0,41.0,1018.0,2023-10-17 20:00:00
4.0,10000.0,20.8,44.0,1018.0,2023-10-17 21:00:00
3.0,10000.0,20.3,47.0,1018.2,2023-10-17 22:00:00
3.0,10000.0,19.9,49.0,1017.8,2023-10-17 23:00:00
2.0,10000.0,17.9,59.0,1017.7,2023-10-18 00:00:00
3.0,10000.0,17.5,63.0,1017.4,2023-10-18 01:00:00
2.0,9000.0,17.6,62.0,1017.2,2023-10-18 02:00:00
2.0,8000.0,16.4,70.0,1017.2,2023-10-18 03:00:00
0.0,7000.0,15.5,76.0,1017.2,2023-10-18 04:00:00
3.0,6000.0,14.7,81.0,1017.1,2023-10-18 05:00:00
3.0,6000.0,14.8,82.0,1017.4,2023-10-18 06:00:00
3.0,5000.0,15.5,81.0,1017.5,2023-10-18 07:00:00
3.0,6000.0,19.0,65.0,1018.4,2023-10-18 08:00:00
3.0,10000.0,21.1,56.0,1018.8,2023-10-18 09:00:00
2.0,10000.0,23.5,50.0,1018.8,2023-10-18 10:00:00
2.0,10000.0,25.5,43.0,1018.3,2023-10-18 11:00:00
1.0,10000.0,27.3,37.0,1017.6,2023-10-18 12:00:00
2.0,10000.0,28.2,33.0,1016.5,2023-10-18 13:00:00
2.0,10000.0,28.3,30.0,1015.3,2023-10-18 14:00:00
2.0,10000.0,28.6,30.0,1014.8,2023-10-18 15:00:00
