wsd,pv,t,rh,slp,BJ
4.0,5000.0,7.0,63.0,1029.0,2024-01-07 16:00:00
2.0,5000.0,6.2,63.0,1029.6,2024-01-07 17:00:00
3.0,6000.0,4.8,68.0,1029.5,2024-01-07 18:00:00
3.0,8000.0,4.5,64.0,1029.6,2024-01-07 19:00:00
4.0,8000.0,4.4,66.0,1029.1,2024-01-07 20:00:00
3.0,8000.0,4.0,68.0,1028.9,2024-01-07 21:00:00
4.0,10000.0,3.9,62.0,1028.4,2024-01-07 22:00:00
4.0,10000.0,3.6,61.0,1027.9,2024-01-07 23:00:00
3.0,10000.0,3.2,62.0,1028.0,2024-01-08 00:00:00
4.0,10000.0,2.8,62.0,1027.3,2024-01-08 01:00:00
4.0,10000.0,2.5,64.0,1026.6,2024-01-08 02:00:00
2.0,10000.0,2.5,63.0,1026.5,2024-01-08 03:00:00
1.0,10000.0,1.9,72.0,1026.2,2024-01-08 04:00:00
2.0,10000.0,2.0,70.0,1025.5,2024-01-08 05:00:00
2.0,10000.0,2.3,71.0,1025.6,2024-01-08 06:00:00
1.0,10000.0,2.2,73.0,1026.2,2024-01-08 07:00:00
3.0,10000.0,2.5,73.0,1026.3,2024-01-08 08:00:00
4.0,10000.0,2.7,74.0,1026.1,2024-01-08 09:00:00
4.0,10000.0,3.5,70.0,1026.1,2024-01-08 10:00:00
4.0,10000.0,4.3,70.0,1025.8,2024-01-08 11:00:00
4.0,10000.0,5.4,67.0,1024.2,2024-01-08 12:00:00
4.0,8000.0,7.0,61.0,1022.8,2024-01-08 13:00:00
4.0,8000.0,7.2,60.0,1022.0,2024-01-08 14:00:00
4.0,8000.0,7.2,61.0,1021.3,2024-01-08 15:00:00
