wsd,pv,t,rh,slp,BJ
4.0,10000.0,7.6,36.0,1027.1,2021-01-02 16:00:00
4.0,10000.0,6.4,41.0,1027.5,2021-01-02 17:00:00
2.0,10000.0,4.0,50.0,1028.5,2021-01-02 18:00:00
4.0,10000.0,4.0,48.0,1028.1,2021-01-02 19:00:00
4.0,10000.0,3.0,55.0,1028.6,2021-01-02 20:00:00
4.0,9000.0,2.0,61.0,1028.3,2021-01-02 21:00:00
3.0,9000.0,2.7,58.0,1028.7,2021-01-02 22:00:00
0.0,8000.0,2.5,59.0,1029.4,2021-01-02 23:00:00
1.0,8000.0,1.4,74.0,1029.7,2021-01-03 00:00:00
2.0,7000.0,0.0,78.0,1029.6,2021-01-03 01:00:00
3.0,7000.0,0.0,73.0,1028.5,2021-01-03 02:00:00
3.0,7000.0,-0.2,71.0,1028.3,2021-01-03 03:00:00
3.0,7000.0,0.3,68.0,1028.6,2021-01-03 04:00:00
2.0,7000.0,-0.9,69.0,1029.4,2021-01-03 05:00:00
2.0,5000.0,-0.4,71.0,1030.1,2021-01-03 06:00:00
2.0,5000.0,0.1,74.0,1030.0,2021-01-03 07:00:00
3.0,5000.0,0.8,73.0,1030.4,2021-01-03 08:00:00
3.0,5000.0,2.2,70.0,1031.0,2021-01-03 09:00:00
3.0,4500.0,4.3,64.0,1031.5,2021-01-03 10:00:00
5.0,5000.0,5.2,57.0,1029.3,2021-01-03 11:00:00
4.0,6000.0,6.6,51.0,1029.0,2021-01-03 12:00:00
3.0,6000.0,7.3,47.0,1027.9,2021-01-03 13:00:00
3.0,6000.0,7.3,47.0,1027.4,2021-01-03 14:00:00
3.0,6000.0,8.0,47.0,1027.7,2021-01-03 15:00:00
