wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,18.6,21.0,1026.1,2022-10-18 16:00:00,291,16
3.0,10000.0,17.6,24.0,1026.0,2022-10-18 17:00:00,291,17
2.0,10000.0,15.2,29.0,1025.9,2022-10-18 18:00:00,291,18
1.0,10000.0,12.6,48.0,1026.1,2022-10-18 19:00:00,291,19
1.0,10000.0,10.7,58.0,1026.4,2022-10-18 20:00:00,291,20
2.0,10000.0,9.0,79.0,1026.5,2022-10-18 21:00:00,291,21
1.0,10000.0,9.0,72.0,1026.7,2022-10-18 22:00:00,291,22
2.0,10000.0,7.9,66.0,1026.8,2022-10-18 23:00:00,291,23
2.0,10000.0,7.6,74.0,1026.7,2022-10-19 00:00:00,292,0
2.0,10000.0,8.2,66.0,1026.8,2022-10-19 01:00:00,292,1
2.0,10000.0,8.0,67.0,1026.6,2022-10-19 02:00:00,292,2
2.0,10000.0,7.6,70.0,1026.4,2022-10-19 03:00:00,292,3
2.0,10000.0,7.5,70.0,1026.3,2022-10-19 04:00:00,292,4
2.0,10000.0,7.0,74.0,1026.4,2022-10-19 05:00:00,292,5
3.0,10000.0,8.2,71.0,1026.8,2022-10-19 06:00:00,292,6
3.0,10000.0,9.0,72.0,1027.3,2022-10-19 07:00:00,292,7
3.0,10000.0,12.7,58.0,1027.9,2022-10-19 08:00:00,292,8
4.0,10000.0,15.2,50.0,1028.4,2022-10-19 09:00:00,292,9
4.0,10000.0,17.4,39.0,1028.4,2022-10-19 10:00:00,292,10
4.0,10000.0,17.8,34.0,1027.9,2022-10-19 11:00:00,292,11
4.0,10000.0,19.6,33.0,1026.6,2022-10-19 12:00:00,292,12
5.0,10000.0,20.5,29.0,1025.7,2022-10-19 13:00:00,292,13
3.0,10000.0,20.8,29.0,1025.0,2022-10-19 14:00:00,292,14
4.0,10000.0,20.9,28.0,1024.9,2022-10-19 15:00:00,292,15
