wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,6.9,20.0,1031.1,2024-12-28 16:00:00,363,16
3.0,10000.0,6.0,23.0,1030.7,2024-12-28 17:00:00,363,17
2.0,10000.0,4.8,26.0,1030.4,2024-12-28 18:00:00,363,18
1.0,10000.0,3.3,32.0,1030.7,2024-12-28 19:00:00,363,19
0.0,10000.0,-0.3,54.0,1030.8,2024-12-28 20:00:00,363,20
3.0,10000.0,1.6,39.0,1031.0,2024-12-28 21:00:00,363,21
3.0,10000.0,0.5,42.0,1030.9,2024-12-28 22:00:00,363,22
2.0,10000.0,0.8,41.0,1030.9,2024-12-28 23:00:00,363,23
3.0,10000.0,-0.4,45.0,1030.3,2024-12-29 00:00:00,364,0
3.0,10000.0,3.2,45.0,1022.6,2024-12-29 01:00:00,364,1
0.0,10000.0,0.4,57.0,1022.7,2024-12-29 02:00:00,364,2
2.0,10000.0,0.5,56.0,1022.7,2024-12-29 03:00:00,364,3
3.0,10000.0,0.8,55.0,1022.1,2024-12-29 04:00:00,364,4
2.0,10000.0,-0.5,62.0,1021.8,2024-12-29 05:00:00,364,5
1.0,10000.0,-2.1,68.0,1022.3,2024-12-29 06:00:00,364,6
1.0,10000.0,-1.2,67.0,1022.7,2024-12-29 07:00:00,364,7
2.0,10000.0,-1.1,56.0,1028.4,2024-12-29 08:00:00,364,8
3.0,10000.0,0.8,56.0,1029.2,2024-12-29 09:00:00,364,9
2.0,10000.0,4.4,45.0,1029.4,2024-12-29 10:00:00,364,10
3.0,10000.0,6.9,39.0,1028.6,2024-12-29 11:00:00,364,11
3.0,10000.0,8.7,30.0,1027.5,2024-12-29 12:00:00,364,12
3.0,10000.0,9.7,25.0,1026.2,2024-12-29 13:00:00,364,13
3.0,10000.0,10.5,23.0,1025.1,2024-12-29 14:00:00,364,14
2.0,10000.0,11.2,22.0,1024.1,2024-12-29 15:00:00,364,15
