wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,10000.0,3.3,50.0,1022.5,2022-01-14 16:00:00,14,16
3.0,9000.0,3.2,53.0,1022.0,2022-01-14 17:00:00,14,17
3.0,7000.0,2.8,64.0,1022.5,2022-01-14 18:00:00,14,18
3.0,7000.0,2.7,66.0,1023.0,2022-01-14 19:00:00,14,19
1.0,7000.0,2.5,67.0,1023.2,2022-01-14 20:00:00,14,20
2.0,7000.0,2.7,65.0,1023.5,2022-01-14 21:00:00,14,21
1.0,7000.0,2.6,66.0,1023.5,2022-01-14 22:00:00,14,22
3.0,7000.0,2.5,68.0,1023.1,2022-01-14 23:00:00,14,23
2.0,7000.0,2.1,71.0,1023.5,2022-01-15 00:00:00,15,0
3.0,7000.0,1.9,73.0,1023.3,2022-01-15 01:00:00,15,1
1.0,6000.0,1.7,76.0,1023.4,2022-01-15 02:00:00,15,2
0.0,6000.0,2.0,75.0,1023.0,2022-01-15 03:00:00,15,3
2.0,5000.0,2.0,78.0,1022.7,2022-01-15 04:00:00,15,4
2.0,5000.0,2.1,76.0,1022.8,2022-01-15 05:00:00,15,5
2.0,5000.0,1.6,79.0,1023.4,2022-01-15 06:00:00,15,6
3.0,4500.0,0.9,84.0,1024.1,2022-01-15 07:00:00,15,7
3.0,4000.0,0.7,87.0,1024.1,2022-01-15 08:00:00,15,8
1.0,5000.0,4.3,69.0,1024.7,2022-01-15 09:00:00,15,9
2.0,6000.0,6.0,61.0,1024.9,2022-01-15 10:00:00,15,10
2.0,6000.0,7.4,57.0,1024.8,2022-01-15 11:00:00,15,11
4.0,6000.0,8.7,54.0,1023.7,2022-01-15 12:00:00,15,12
3.0,7000.0,10.2,48.0,1022.5,2022-01-15 13:00:00,15,13
3.0,8000.0,10.9,46.0,1021.7,2022-01-15 14:00:00,15,14
2.0,8000.0,11.3,43.0,1021.6,2022-01-15 15:00:00,15,15
