wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,5000.0,18.8,88.0,1018.0,2021-10-05 16:00:00,278,16
4.0,5000.0,18.7,89.0,1017.9,2021-10-05 17:00:00,278,17
4.0,5000.0,18.2,91.0,1018.1,2021-10-05 18:00:00,278,18
5.0,4000.0,17.7,94.0,1018.5,2021-10-05 19:00:00,278,19
3.0,2200.0,17.5,97.0,1019.0,2021-10-05 20:00:00,278,20
4.0,1700.0,17.3,97.0,1019.3,2021-10-05 21:00:00,278,21
4.0,1600.0,17.1,97.0,1019.3,2021-10-05 22:00:00,278,22
4.0,1600.0,17.1,98.0,1019.3,2021-10-05 23:00:00,278,23
3.0,2500.0,17.0,98.0,1019.2,2021-10-06 00:00:00,279,0
3.0,2200.0,17.0,98.0,1018.8,2021-10-06 01:00:00,279,1
3.0,2300.0,17.1,98.0,1018.4,2021-10-06 02:00:00,279,2
3.0,2000.0,17.2,98.0,1018.1,2021-10-06 03:00:00,279,3
4.0,1000.0,17.1,98.0,1017.8,2021-10-06 04:00:00,279,4
3.0,1000.0,17.2,98.0,1017.9,2021-10-06 05:00:00,279,5
4.0,800.0,17.3,98.0,1018.0,2021-10-06 06:00:00,279,6
4.0,400.0,17.2,98.0,1018.4,2021-10-06 07:00:00,279,7
4.0,600.0,17.3,98.0,1018.5,2021-10-06 08:00:00,279,8
3.0,900.0,17.5,98.0,1018.6,2021-10-06 09:00:00,279,9
3.0,1100.0,17.8,98.0,1018.5,2021-10-06 10:00:00,279,10
4.0,2000.0,18.6,98.0,1018.0,2021-10-06 11:00:00,279,11
4.0,3000.0,20.0,93.0,1017.2,2021-10-06 12:00:00,279,12
3.0,5000.0,21.0,89.0,1016.4,2021-10-06 13:00:00,279,13
4.0,6000.0,21.6,87.0,1015.4,2021-10-06 14:00:00,279,14
5.0,6000.0,21.6,86.0,1015.1,2021-10-06 15:00:00,279,15
