wsd,pv,t,rh,slp,BJ
3.0,8000.0,15.2,36.0,1017.9,2024-01-11 16:00:00
4.0,6000.0,12.0,50.0,1018.1,2024-01-11 17:00:00
4.0,6000.0,8.7,61.0,1018.0,2024-01-11 18:00:00
3.0,6000.0,8.6,62.0,1018.0,2024-01-11 19:00:00
3.0,6000.0,7.9,63.0,1018.1,2024-01-11 20:00:00
2.0,6000.0,7.1,68.0,1018.3,2024-01-11 21:00:00
3.0,6000.0,6.6,72.0,1018.3,2024-01-11 22:00:00
2.0,5000.0,5.8,75.0,1018.3,2024-01-11 23:00:00
3.0,4000.0,4.0,82.0,1018.3,2024-01-12 00:00:00
2.0,4000.0,5.1,76.0,1018.4,2024-01-12 01:00:00
3.0,4000.0,4.3,79.0,1018.9,2024-01-12 02:00:00
2.0,5000.0,4.7,79.0,1018.8,2024-01-12 03:00:00
1.0,5000.0,3.6,81.0,1018.6,2024-01-12 04:00:00
1.0,4500.0,2.9,82.0,1018.8,2024-01-12 05:00:00
1.0,4500.0,2.1,83.0,1019.1,2024-01-12 06:00:00
1.0,4000.0,1.2,89.0,1019.5,2024-01-12 07:00:00
2.0,4000.0,3.1,85.0,1019.9,2024-01-12 08:00:00
2.0,4000.0,7.5,80.0,1020.3,2024-01-12 09:00:00
2.0,6000.0,11.3,58.0,1020.8,2024-01-12 10:00:00
2.0,10000.0,14.0,42.0,1020.6,2024-01-12 11:00:00
2.0,10000.0,15.5,41.0,1020.0,2024-01-12 12:00:00
3.0,10000.0,15.9,41.0,1019.5,2024-01-12 13:00:00
4.0,10000.0,16.1,45.0,1019.2,2024-01-12 14:00:00
3.0,10000.0,16.1,46.0,1018.9,2024-01-12 15:00:00
