wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,3000.0,8.5,86.0,1032.5,2021-12-12 16:00:00,346,16
2.0,3000.0,8.6,82.0,1032.9,2021-12-12 17:00:00,346,17
3.0,2800.0,7.7,75.0,1033.1,2021-12-12 18:00:00,346,18
2.0,3500.0,5.8,83.0,1033.4,2021-12-12 19:00:00,346,19
2.0,3500.0,5.2,85.0,1033.9,2021-12-12 20:00:00,346,20
2.0,3800.0,4.6,85.0,1034.1,2021-12-12 21:00:00,346,21
2.0,4000.0,4.0,85.0,1034.4,2021-12-12 22:00:00,346,22
1.0,5000.0,3.9,85.0,1034.5,2021-12-12 23:00:00,346,23
2.0,4500.0,3.2,89.0,1034.3,2021-12-13 00:00:00,347,0
2.0,6000.0,2.4,91.0,1033.8,2021-12-13 01:00:00,347,1
2.0,8000.0,2.7,85.0,1033.4,2021-12-13 02:00:00,347,2
1.0,9000.0,2.5,84.0,1032.9,2021-12-13 03:00:00,347,3
1.0,10000.0,2.3,86.0,1032.4,2021-12-13 04:00:00,347,4
1.0,8000.0,1.5,92.0,1031.8,2021-12-13 05:00:00,347,5
2.0,8000.0,1.8,89.0,1031.7,2021-12-13 06:00:00,347,6
2.0,7000.0,1.1,92.0,1032.0,2021-12-13 07:00:00,347,7
2.0,6000.0,2.0,91.0,1032.1,2021-12-13 08:00:00,347,8
2.0,7000.0,5.2,82.0,1032.2,2021-12-13 09:00:00,347,9
4.0,8000.0,7.1,75.0,1031.9,2021-12-13 10:00:00,347,10
4.0,8000.0,8.7,68.0,1030.9,2021-12-13 11:00:00,347,11
4.0,8000.0,9.6,62.0,1029.5,2021-12-13 12:00:00,347,12
4.0,8000.0,10.5,57.0,1028.3,2021-12-13 13:00:00,347,13
3.0,8000.0,10.7,53.0,1027.4,2021-12-13 14:00:00,347,14
3.0,9000.0,10.6,53.0,1026.8,2021-12-13 15:00:00,347,15
