wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
7.0,3200.0,8.8,95.0,1016.5,2024-02-19 16:00:00,50,16
8.0,5000.0,7.9,95.0,1016.8,2024-02-19 17:00:00,50,17
9.0,6000.0,6.6,89.0,1018.1,2024-02-19 18:00:00,50,18
7.0,4500.0,5.9,94.0,1019.0,2024-02-19 19:00:00,50,19
8.0,10000.0,6.1,88.0,1020.4,2024-02-19 20:00:00,50,20
6.0,4000.0,5.3,94.0,1021.1,2024-02-19 21:00:00,50,21
7.0,3500.0,4.7,96.0,1021.6,2024-02-19 22:00:00,50,22
6.0,8000.0,4.0,93.0,1021.7,2024-02-19 23:00:00,50,23
6.0,10000.0,3.9,92.0,1022.1,2024-02-20 00:00:00,51,0
7.0,10000.0,3.8,90.0,1021.4,2024-02-20 01:00:00,51,1
7.0,10000.0,3.5,88.0,1021.6,2024-02-20 02:00:00,51,2
7.0,10000.0,3.1,88.0,1021.2,2024-02-20 03:00:00,51,3
6.0,8000.0,2.6,91.0,1020.8,2024-02-20 04:00:00,51,4
5.0,5000.0,2.3,94.0,1022.0,2024-02-20 05:00:00,51,5
7.0,5000.0,2.1,94.0,1020.8,2024-02-20 06:00:00,51,6
5.0,8000.0,2.3,91.0,1022.4,2024-02-20 07:00:00,51,7
5.0,10000.0,2.4,90.0,1022.7,2024-02-20 08:00:00,51,8
6.0,10000.0,2.4,86.0,1022.7,2024-02-20 09:00:00,51,9
5.0,10000.0,2.9,88.0,1022.7,2024-02-20 10:00:00,51,10
8.0,8000.0,2.7,89.0,1021.4,2024-02-20 11:00:00,51,11
7.0,10000.0,3.1,89.0,1020.8,2024-02-20 12:00:00,51,12
7.0,10000.0,3.2,88.0,1019.2,2024-02-20 13:00:00,51,13
4.0,10000.0,3.0,93.0,1018.9,2024-02-20 14:00:00,51,14
7.0,5000.0,3.2,92.0,1017.3,2024-02-20 15:00:00,51,15
