wsd,pv,t,rh,slp,BJ
3.0,10000.0,5.9,38.0,1030.1,2024-12-19 16:00:00
3.0,10000.0,4.7,41.0,1030.0,2024-12-19 17:00:00
3.0,10000.0,3.6,45.0,1029.6,2024-12-19 18:00:00
4.0,10000.0,3.2,49.0,1029.1,2024-12-19 19:00:00
2.0,10000.0,2.2,59.0,1028.9,2024-12-19 20:00:00
1.0,10000.0,2.4,57.0,1029.0,2024-12-19 21:00:00
0.0,10000.0,0.9,69.0,1029.0,2024-12-19 22:00:00
1.0,10000.0,1.7,63.0,1028.3,2024-12-19 23:00:00
1.0,10000.0,-0.6,76.0,1028.2,2024-12-20 00:00:00
1.0,6000.0,-0.7,76.0,1027.9,2024-12-20 01:00:00
0.0,6000.0,0.4,66.0,1028.2,2024-12-20 02:00:00
2.0,6000.0,-0.7,72.0,1028.5,2024-12-20 03:00:00
2.0,6000.0,-2.2,79.0,1028.9,2024-12-20 04:00:00
2.0,5000.0,-1.6,82.0,1029.3,2024-12-20 05:00:00
1.0,5000.0,-2.0,80.0,1030.3,2024-12-20 06:00:00
1.0,4500.0,-2.3,81.0,1031.0,2024-12-20 07:00:00
3.0,5000.0,-0.7,78.0,1026.3,2024-12-20 08:00:00
2.0,7000.0,2.0,63.0,1026.3,2024-12-20 09:00:00
2.0,10000.0,4.0,56.0,1027.3,2024-12-20 10:00:00
3.0,10000.0,6.3,45.0,1026.9,2024-12-20 11:00:00
4.0,10000.0,7.4,40.0,1026.0,2024-12-20 12:00:00
4.0,10000.0,7.8,35.0,1024.7,2024-12-20 13:00:00
3.0,10000.0,8.2,36.0,1023.9,2024-12-20 14:00:00
2.0,10000.0,8.5,34.0,1023.4,2024-12-20 15:00:00
