wsd,pv,t,rh,slp,BJ
2.0,3200.0,6.7,59.0,1027.0,2024-01-10 16:00:00
1.0,3000.0,5.7,62.0,1026.7,2024-01-10 17:00:00
1.0,2800.0,4.2,69.0,1026.5,2024-01-10 18:00:00
1.0,2800.0,3.4,72.0,1026.5,2024-01-10 19:00:00
2.0,2800.0,1.8,79.0,1026.3,2024-01-10 20:00:00
3.0,2800.0,0.9,82.0,1026.2,2024-01-10 21:00:00
3.0,2600.0,0.7,84.0,1025.8,2024-01-10 22:00:00
4.0,1600.0,0.7,89.0,1025.0,2024-01-10 23:00:00
4.0,1400.0,0.3,90.0,1024.4,2024-01-11 00:00:00
5.0,1400.0,0.7,87.0,1023.7,2024-01-11 01:00:00
3.0,1800.0,0.6,87.0,1023.3,2024-01-11 02:00:00
5.0,2200.0,1.7,81.0,1022.9,2024-01-11 03:00:00
4.0,2200.0,0.9,86.0,1022.6,2024-01-11 04:00:00
3.0,2000.0,-0.4,90.0,1022.4,2024-01-11 05:00:00
4.0,1700.0,-0.2,90.0,1022.1,2024-01-11 06:00:00
4.0,1400.0,-0.2,90.0,1021.9,2024-01-11 07:00:00
4.0,1000.0,0.5,91.0,1021.8,2024-01-11 08:00:00
5.0,1200.0,2.9,86.0,1021.9,2024-01-11 09:00:00
5.0,2200.0,6.6,72.0,1022.0,2024-01-11 10:00:00
5.0,4000.0,9.6,55.0,1021.4,2024-01-11 11:00:00
5.0,5000.0,12.2,44.0,1020.2,2024-01-11 12:00:00
5.0,7000.0,13.9,37.0,1019.0,2024-01-11 13:00:00
4.0,8000.0,15.1,33.0,1018.4,2024-01-11 14:00:00
3.0,8000.0,15.6,34.0,1018.0,2024-01-11 15:00:00
