wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,2800.0,2.1,95.0,1025.1,2024-01-19 16:00:00,19,16
4.0,1800.0,1.9,96.0,1025.5,2024-01-19 17:00:00,19,17
4.0,2000.0,1.8,96.0,1025.8,2024-01-19 18:00:00,19,18
4.0,1800.0,1.7,96.0,1026.5,2024-01-19 19:00:00,19,19
5.0,1800.0,1.6,96.0,1027.0,2024-01-19 20:00:00,19,20
4.0,1800.0,1.1,96.0,1027.8,2024-01-19 21:00:00,19,21
4.0,1800.0,0.8,96.0,1027.8,2024-01-19 22:00:00,19,22
4.0,1100.0,0.3,97.0,1027.9,2024-01-19 23:00:00,19,23
4.0,1400.0,0.3,97.0,1027.9,2024-01-20 00:00:00,20,0
4.0,1800.0,0.5,96.0,1028.1,2024-01-20 01:00:00,20,1
3.0,1600.0,0.4,96.0,1028.0,2024-01-20 02:00:00,20,2
5.0,1400.0,0.2,97.0,1027.8,2024-01-20 03:00:00,20,3
4.0,1400.0,0.1,97.0,1027.4,2024-01-20 04:00:00,20,4
4.0,1600.0,0.1,97.0,1027.7,2024-01-20 05:00:00,20,5
5.0,1800.0,0.0,95.0,1027.5,2024-01-20 06:00:00,20,6
5.0,2600.0,0.1,93.0,1028.3,2024-01-20 07:00:00,20,7
5.0,3200.0,0.1,92.0,1028.7,2024-01-20 08:00:00,20,8
5.0,4000.0,0.2,89.0,1029.8,2024-01-20 09:00:00,20,9
6.0,4500.0,0.3,89.0,1029.9,2024-01-20 10:00:00,20,10
6.0,4500.0,0.7,87.0,1029.9,2024-01-20 11:00:00,20,11
5.0,4500.0,1.0,85.0,1028.8,2024-01-20 12:00:00,20,12
4.0,4500.0,1.3,83.0,1027.9,2024-01-20 13:00:00,20,13
4.0,4500.0,1.6,83.0,1027.4,2024-01-20 14:00:00,20,14
3.0,5000.0,1.8,81.0,1027.4,2024-01-20 15:00:00,20,15
