wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,12.9,32.0,1020.8,2022-12-15 16:00:00,349,16
3.0,10000.0,11.7,40.0,1021.7,2022-12-15 17:00:00,349,17
4.0,10000.0,10.0,52.0,1022.5,2022-12-15 18:00:00,349,18
4.0,10000.0,9.2,44.0,1023.0,2022-12-15 19:00:00,349,19
4.0,10000.0,8.8,45.0,1023.6,2022-12-15 20:00:00,349,20
2.0,10000.0,6.4,61.0,1024.9,2022-12-15 21:00:00,349,21
2.0,10000.0,7.2,54.0,1025.6,2022-12-15 22:00:00,349,22
3.0,10000.0,6.9,55.0,1026.3,2022-12-15 23:00:00,349,23
6.0,10000.0,6.7,59.0,1026.6,2022-12-16 00:00:00,350,0
5.0,10000.0,6.1,60.0,1026.7,2022-12-16 01:00:00,350,1
5.0,10000.0,5.9,60.0,1027.4,2022-12-16 02:00:00,350,2
4.0,10000.0,5.6,65.0,1027.7,2022-12-16 03:00:00,350,3
6.0,10000.0,5.0,67.0,1027.9,2022-12-16 04:00:00,350,4
7.0,7000.0,4.6,76.0,1028.8,2022-12-16 05:00:00,350,5
6.0,6000.0,4.3,76.0,1029.8,2022-12-16 06:00:00,350,6
5.0,5000.0,3.2,82.0,1031.1,2022-12-16 07:00:00,350,7
5.0,4500.0,1.8,84.0,1032.0,2022-12-16 08:00:00,350,8
6.0,5000.0,1.7,81.0,1032.8,2022-12-16 09:00:00,350,9
5.0,6000.0,1.7,80.0,1033.8,2022-12-16 10:00:00,350,10
5.0,9000.0,1.8,80.0,1033.8,2022-12-16 11:00:00,350,11
6.0,9000.0,0.9,81.0,1032.9,2022-12-16 12:00:00,350,12
6.0,5000.0,0.2,84.0,1032.6,2022-12-16 13:00:00,350,13
6.0,10000.0,-0.3,84.0,1032.8,2022-12-16 14:00:00,350,14
4.0,8000.0,-0.3,87.0,1033.1,2022-12-16 15:00:00,350,15
