wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,5000.0,11.3,97.0,1023.8,2022-10-06 16:00:00,279,16
3.0,5000.0,11.2,97.0,1024.3,2022-10-06 17:00:00,279,17
2.0,4000.0,11.2,97.0,1024.7,2022-10-06 18:00:00,279,18
2.0,4500.0,11.3,97.0,1025.1,2022-10-06 19:00:00,279,19
2.0,4500.0,11.3,97.0,1025.9,2022-10-06 20:00:00,279,20
2.0,4500.0,11.3,97.0,1026.6,2022-10-06 21:00:00,279,21
2.0,4500.0,11.4,97.0,1026.3,2022-10-06 22:00:00,279,22
3.0,5000.0,11.2,96.0,1026.4,2022-10-06 23:00:00,279,23
3.0,6000.0,10.9,96.0,1026.4,2022-10-07 00:00:00,280,0
4.0,6000.0,10.8,96.0,1026.2,2022-10-07 01:00:00,280,1
3.0,5000.0,10.8,96.0,1025.9,2022-10-07 02:00:00,280,2
2.0,6000.0,10.7,96.0,1026.0,2022-10-07 03:00:00,280,3
2.0,6000.0,10.8,96.0,1025.8,2022-10-07 04:00:00,280,4
2.0,4000.0,10.6,96.0,1026.3,2022-10-07 05:00:00,280,5
2.0,4000.0,10.5,96.0,1026.4,2022-10-07 06:00:00,280,6
1.0,4000.0,10.5,97.0,1026.7,2022-10-07 07:00:00,280,7
2.0,6000.0,11.1,93.0,1027.0,2022-10-07 08:00:00,280,8
3.0,8000.0,12.5,85.0,1026.7,2022-10-07 09:00:00,280,9
3.0,10000.0,13.1,79.0,1027.0,2022-10-07 10:00:00,280,10
3.0,10000.0,14.8,74.0,1026.6,2022-10-07 11:00:00,280,11
2.0,10000.0,15.5,67.0,1025.9,2022-10-07 12:00:00,280,12
2.0,10000.0,15.7,67.0,1025.0,2022-10-07 13:00:00,280,13
1.0,10000.0,16.2,64.0,1024.4,2022-10-07 14:00:00,280,14
2.0,10000.0,15.8,66.0,1024.2,2022-10-07 15:00:00,280,15
