wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,15.0,40.0,1026.8,2024-11-23 16:00:00,328,16
4.0,10000.0,13.7,48.0,1026.9,2024-11-23 17:00:00,328,17
3.0,10000.0,12.4,54.0,1027.4,2024-11-23 18:00:00,328,18
2.0,10000.0,11.2,60.0,1028.0,2024-11-23 19:00:00,328,19
4.0,10000.0,11.2,60.0,1028.0,2024-11-23 20:00:00,328,20
5.0,10000.0,11.2,61.0,1028.0,2024-11-23 21:00:00,328,21
5.0,10000.0,11.2,61.0,1028.2,2024-11-23 22:00:00,328,22
5.0,10000.0,11.0,61.0,1028.2,2024-11-23 23:00:00,328,23
5.0,10000.0,10.6,62.0,1027.7,2024-11-24 00:00:00,329,0
1.0,9000.0,11.2,85.0,1022.8,2024-11-24 01:00:00,329,1
1.0,7000.0,11.1,87.0,1022.1,2024-11-24 02:00:00,329,2
2.0,5000.0,10.5,93.0,1021.3,2024-11-24 03:00:00,329,3
2.0,2600.0,10.4,96.0,1021.8,2024-11-24 04:00:00,329,4
3.0,2300.0,10.1,96.0,1021.6,2024-11-24 05:00:00,329,5
3.0,1800.0,10.1,97.0,1022.2,2024-11-24 06:00:00,329,6
3.0,1800.0,10.0,97.0,1022.6,2024-11-24 07:00:00,329,7
3.0,10000.0,8.6,73.0,1028.0,2024-11-24 08:00:00,329,8
6.0,10000.0,9.9,67.0,1027.8,2024-11-24 09:00:00,329,9
4.0,10000.0,10.8,65.0,1027.7,2024-11-24 10:00:00,329,10
5.0,10000.0,11.9,60.0,1027.6,2024-11-24 11:00:00,329,11
4.0,10000.0,12.4,60.0,1026.4,2024-11-24 12:00:00,329,12
4.0,10000.0,13.0,59.0,1025.3,2024-11-24 13:00:00,329,13
3.0,10000.0,13.4,59.0,1024.6,2024-11-24 14:00:00,329,14
3.0,10000.0,13.9,59.0,1024.4,2024-11-24 15:00:00,329,15
