wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,8000.0,-1.3,80.0,1030.6,2024-02-24 16:00:00,55,16
4.0,8000.0,-1.1,79.0,1030.9,2024-02-24 17:00:00,55,17
3.0,8000.0,-1.3,78.0,1031.0,2024-02-24 18:00:00,55,18
3.0,10000.0,-1.5,78.0,1031.1,2024-02-24 19:00:00,55,19
3.0,10000.0,-2.0,81.0,1031.7,2024-02-24 20:00:00,55,20
2.0,8000.0,-2.5,84.0,1031.9,2024-02-24 21:00:00,55,21
2.0,7000.0,-2.8,86.0,1031.5,2024-02-24 22:00:00,55,22
2.0,6000.0,-2.7,87.0,1031.9,2024-02-24 23:00:00,55,23
4.0,7000.0,-2.0,82.0,1032.2,2024-02-25 00:00:00,56,0
3.0,8000.0,-1.5,78.0,1032.2,2024-02-25 01:00:00,56,1
3.0,8000.0,-2.0,78.0,1032.0,2024-02-25 02:00:00,56,2
2.0,6000.0,-2.9,84.0,1031.6,2024-02-25 03:00:00,56,3
2.0,8000.0,-2.9,85.0,1031.2,2024-02-25 04:00:00,56,4
1.0,8000.0,-3.3,86.0,1031.0,2024-02-25 05:00:00,56,5
2.0,8000.0,-3.7,86.0,1031.3,2024-02-25 06:00:00,56,6
2.0,5000.0,-4.0,88.0,1031.7,2024-02-25 07:00:00,56,7
1.0,5000.0,-2.9,85.0,1032.2,2024-02-25 08:00:00,56,8
2.0,7000.0,-1.0,76.0,1032.3,2024-02-25 09:00:00,56,9
3.0,10000.0,0.3,69.0,1032.4,2024-02-25 10:00:00,56,10
2.0,10000.0,1.2,67.0,1032.1,2024-02-25 11:00:00,56,11
2.0,10000.0,2.2,62.0,1031.8,2024-02-25 12:00:00,56,12
2.0,10000.0,2.5,54.0,1031.3,2024-02-25 13:00:00,56,13
3.0,10000.0,3.0,57.0,1030.4,2024-02-25 14:00:00,56,14
2.0,10000.0,3.4,57.0,1029.7,2024-02-25 15:00:00,56,15
