wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
1.0,4800.0,2.6,82.0,1027.7,2023-12-12 16:00:00,346,16
1.0,5000.0,2.6,83.0,1027.6,2023-12-12 17:00:00,346,17
1.0,5000.0,2.7,83.0,1027.6,2023-12-12 18:00:00,346,18
0.0,5000.0,2.8,83.0,1027.8,2023-12-12 19:00:00,346,19
1.0,5000.0,3.0,84.0,1027.8,2023-12-12 20:00:00,346,20
2.0,4000.0,3.0,87.0,1027.4,2023-12-12 21:00:00,346,21
3.0,4000.0,3.2,88.0,1026.8,2023-12-12 22:00:00,346,22
5.0,4000.0,3.4,88.0,1026.9,2023-12-12 23:00:00,346,23
3.0,4000.0,3.3,89.0,1026.7,2023-12-13 00:00:00,347,0
4.0,5000.0,3.5,88.0,1026.8,2023-12-13 01:00:00,347,1
4.0,5000.0,3.5,86.0,1026.6,2023-12-13 02:00:00,347,2
5.0,5000.0,3.4,86.0,1025.5,2023-12-13 03:00:00,347,3
5.0,4500.0,3.5,85.0,1024.7,2023-12-13 04:00:00,347,4
2.0,4500.0,3.8,84.0,1025.0,2023-12-13 05:00:00,347,5
4.0,4500.0,3.8,87.0,1023.7,2023-12-13 06:00:00,347,6
5.0,4000.0,4.3,85.0,1022.9,2023-12-13 07:00:00,347,7
4.0,3500.0,4.7,84.0,1023.6,2023-12-13 08:00:00,347,8
5.0,4000.0,5.3,83.0,1023.4,2023-12-13 09:00:00,347,9
5.0,4200.0,5.9,83.0,1022.8,2023-12-13 10:00:00,347,10
4.0,4200.0,6.8,82.0,1021.9,2023-12-13 11:00:00,347,11
4.0,4500.0,7.1,82.0,1021.3,2023-12-13 12:00:00,347,12
2.0,4500.0,7.3,81.0,1020.9,2023-12-13 13:00:00,347,13
1.0,4500.0,7.5,82.0,1020.7,2023-12-13 14:00:00,347,14
3.0,4500.0,7.5,84.0,1020.0,2023-12-13 15:00:00,347,15
