wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,4200.0,14.5,61.0,1016.5,2023-12-30 16:00:00,364,16
4.0,4000.0,12.7,68.0,1017.3,2023-12-30 17:00:00,364,17
4.0,4200.0,12.2,72.0,1018.0,2023-12-30 18:00:00,364,18
3.0,4200.0,9.8,80.0,1019.2,2023-12-30 19:00:00,364,19
4.0,4000.0,9.3,80.0,1020.1,2023-12-30 20:00:00,364,20
2.0,4000.0,8.2,82.0,1020.8,2023-12-30 21:00:00,364,21
1.0,3500.0,7.6,88.0,1021.5,2023-12-30 22:00:00,364,22
2.0,2800.0,7.5,88.0,1021.9,2023-12-30 23:00:00,364,23
1.0,1800.0,5.9,94.0,1022.5,2023-12-31 00:00:00,365,0
2.0,1800.0,5.7,96.0,1023.3,2023-12-31 01:00:00,365,1
1.0,1400.0,5.1,96.0,1023.7,2023-12-31 02:00:00,365,2
2.0,1600.0,4.8,93.0,1023.8,2023-12-31 03:00:00,365,3
2.0,1600.0,2.1,96.0,1024.1,2023-12-31 04:00:00,365,4
2.0,1400.0,1.1,97.0,1024.6,2023-12-31 05:00:00,365,5
1.0,2000.0,1.9,92.0,1025.9,2023-12-31 06:00:00,365,6
2.0,1800.0,2.0,90.0,1027.0,2023-12-31 07:00:00,365,7
2.0,1800.0,1.8,90.0,1027.8,2023-12-31 08:00:00,365,8
2.0,1800.0,3.6,85.0,1028.7,2023-12-31 09:00:00,365,9
2.0,2500.0,5.8,73.0,1029.4,2023-12-31 10:00:00,365,10
3.0,3000.0,7.3,63.0,1029.5,2023-12-31 11:00:00,365,11
2.0,4000.0,8.8,56.0,1029.0,2023-12-31 12:00:00,365,12
2.0,4500.0,9.6,46.0,1028.6,2023-12-31 13:00:00,365,13
3.0,5000.0,10.1,50.0,1028.1,2023-12-31 14:00:00,365,14
4.0,5000.0,10.1,48.0,1028.0,2023-12-31 15:00:00,365,15
