wsd,pv,t,rh,slp,BJ
2.0,1700.0,2.8,95.0,1024.0,2022-01-24 16:00:00
3.0,1800.0,2.8,95.0,1023.8,2022-01-24 17:00:00
3.0,1800.0,2.5,95.0,1024.0,2022-01-24 18:00:00
1.0,2000.0,2.5,94.0,1024.9,2022-01-24 19:00:00
2.0,1800.0,2.6,94.0,1025.3,2022-01-24 20:00:00
3.0,1600.0,2.4,95.0,1025.0,2022-01-24 21:00:00
2.0,2000.0,2.3,92.0,1024.9,2022-01-24 22:00:00
2.0,2000.0,2.3,92.0,1025.2,2022-01-24 23:00:00
2.0,1800.0,2.3,93.0,1025.0,2022-01-25 00:00:00
2.0,1600.0,2.4,93.0,1024.9,2022-01-25 01:00:00
2.0,1600.0,2.3,93.0,1024.9,2022-01-25 02:00:00
1.0,2000.0,2.3,92.0,1024.8,2022-01-25 03:00:00
2.0,2000.0,2.3,91.0,1024.4,2022-01-25 04:00:00
1.0,2000.0,2.3,90.0,1024.3,2022-01-25 05:00:00
1.0,2000.0,2.4,92.0,1024.3,2022-01-25 06:00:00
1.0,2000.0,2.4,91.0,1024.8,2022-01-25 07:00:00
2.0,1400.0,2.6,93.0,1025.0,2022-01-25 08:00:00
1.0,1400.0,2.8,90.0,1025.5,2022-01-25 09:00:00
1.0,1800.0,3.2,87.0,1025.9,2022-01-25 10:00:00
1.0,2000.0,4.1,85.0,1025.6,2022-01-25 11:00:00
1.0,2500.0,5.2,78.0,1024.7,2022-01-25 12:00:00
2.0,2600.0,5.2,81.0,1023.9,2022-01-25 13:00:00
3.0,2600.0,4.9,83.0,1023.5,2022-01-25 14:00:00
3.0,2000.0,4.6,84.0,1023.2,2022-01-25 15:00:00
