wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
7.0,10000.0,20.8,49.0,1018.7,2024-11-01 16:00:00,306,16
3.0,10000.0,19.4,54.0,1019.1,2024-11-01 17:00:00,306,17
3.0,10000.0,16.6,64.0,1019.8,2024-11-01 18:00:00,306,18
3.0,10000.0,15.4,70.0,1020.9,2024-11-01 19:00:00,306,19
3.0,10000.0,14.0,74.0,1021.5,2024-11-01 20:00:00,306,20
3.0,10000.0,14.4,74.0,1022.0,2024-11-01 21:00:00,306,21
1.0,8000.0,13.9,76.0,1022.6,2024-11-01 22:00:00,306,22
2.0,6000.0,13.5,78.0,1022.9,2024-11-01 23:00:00,306,23
2.0,5000.0,13.3,78.0,1022.6,2024-11-02 00:00:00,307,0
0.0,5000.0,13.8,81.0,1023.4,2024-11-02 01:00:00,307,1
2.0,5000.0,13.1,84.0,1023.0,2024-11-02 02:00:00,307,2
0.0,5000.0,12.1,88.0,1022.9,2024-11-02 03:00:00,307,3
0.0,4000.0,11.9,93.0,1022.6,2024-11-02 04:00:00,307,4
0.0,4000.0,11.7,92.0,1022.4,2024-11-02 05:00:00,307,5
0.0,4000.0,11.6,90.0,1022.5,2024-11-02 06:00:00,307,6
1.0,3000.0,11.7,92.0,1022.8,2024-11-02 07:00:00,307,7
1.0,2000.0,13.1,89.0,1024.8,2024-11-02 08:00:00,307,8
1.0,2000.0,15.5,82.0,1025.2,2024-11-02 09:00:00,307,9
2.0,3600.0,18.2,64.0,1025.4,2024-11-02 10:00:00,307,10
2.0,6000.0,20.4,51.0,1024.8,2024-11-02 11:00:00,307,11
2.0,10000.0,21.4,45.0,1023.9,2024-11-02 12:00:00,307,12
3.0,10000.0,22.0,43.0,1023.2,2024-11-02 13:00:00,307,13
2.0,10000.0,22.9,40.0,1022.8,2024-11-02 14:00:00,307,14
2.0,10000.0,22.8,40.0,1022.5,2024-11-02 15:00:00,307,15
