wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,10000.0,17.7,26.0,1024.8,2024-03-19 16:00:00,79,16
4.0,10000.0,16.7,26.0,1024.8,2024-03-19 17:00:00,79,17
3.0,10000.0,14.0,38.0,1024.9,2024-03-19 18:00:00,79,18
1.0,10000.0,13.3,36.0,1025.3,2024-03-19 19:00:00,79,19
1.0,10000.0,12.1,38.0,1025.7,2024-03-19 20:00:00,79,20
0.0,10000.0,11.2,39.0,1026.4,2024-03-19 21:00:00,79,21
1.0,10000.0,9.4,62.0,1027.1,2024-03-19 22:00:00,79,22
3.0,10000.0,8.3,59.0,1027.4,2024-03-19 23:00:00,79,23
2.0,10000.0,7.9,57.0,1027.4,2024-03-20 00:00:00,80,0
3.0,10000.0,7.2,59.0,1027.3,2024-03-20 01:00:00,80,1
1.0,10000.0,7.0,60.0,1027.1,2024-03-20 02:00:00,80,2
2.0,10000.0,8.2,54.0,1026.4,2024-03-20 03:00:00,80,3
4.0,10000.0,6.5,66.0,1026.1,2024-03-20 04:00:00,80,4
3.0,10000.0,7.9,61.0,1026.7,2024-03-20 05:00:00,80,5
3.0,10000.0,5.8,71.0,1026.7,2024-03-20 06:00:00,80,6
1.0,10000.0,6.7,67.0,1027.1,2024-03-20 07:00:00,80,7
1.0,10000.0,10.2,56.0,1027.7,2024-03-20 08:00:00,80,8
2.0,10000.0,13.3,45.0,1028.2,2024-03-20 09:00:00,80,9
2.0,10000.0,15.9,37.0,1028.3,2024-03-20 10:00:00,80,10
2.0,10000.0,18.1,29.0,1028.0,2024-03-20 11:00:00,80,11
2.0,10000.0,18.5,30.0,1027.1,2024-03-20 12:00:00,80,12
2.0,10000.0,19.6,24.0,1026.1,2024-03-20 13:00:00,80,13
2.0,10000.0,20.3,22.0,1025.0,2024-03-20 14:00:00,80,14
3.0,10000.0,20.7,21.0,1023.8,2024-03-20 15:00:00,80,15
