wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,7000.0,15.2,49.0,1017.5,2023-01-11 16:00:00,11,16
3.0,7000.0,14.1,53.0,1017.4,2023-01-11 17:00:00,11,17
1.0,7000.0,11.9,61.0,1017.3,2023-01-11 18:00:00,11,18
2.0,6000.0,12.1,60.0,1017.4,2023-01-11 19:00:00,11,19
3.0,5000.0,10.3,66.0,1017.5,2023-01-11 20:00:00,11,20
4.0,6000.0,11.1,64.0,1017.4,2023-01-11 21:00:00,11,21
5.0,6000.0,11.2,64.0,1017.3,2023-01-11 22:00:00,11,22
4.0,6000.0,10.6,68.0,1016.9,2023-01-11 23:00:00,11,23
3.0,6000.0,9.8,74.0,1016.2,2023-01-12 00:00:00,12,0
3.0,6000.0,9.4,77.0,1015.8,2023-01-12 01:00:00,12,1
3.0,6000.0,9.4,78.0,1015.7,2023-01-12 02:00:00,12,2
3.0,6000.0,8.9,81.0,1015.6,2023-01-12 03:00:00,12,3
2.0,6000.0,6.3,87.0,1015.1,2023-01-12 04:00:00,12,4
2.0,5000.0,8.3,86.0,1014.2,2023-01-12 05:00:00,12,5
3.0,4500.0,6.8,91.0,1014.0,2023-01-12 06:00:00,12,6
3.0,4500.0,8.5,90.0,1013.9,2023-01-12 07:00:00,12,7
4.0,5000.0,10.6,79.0,1014.0,2023-01-12 08:00:00,12,8
4.0,5000.0,11.4,77.0,1013.8,2023-01-12 09:00:00,12,9
5.0,5000.0,13.3,73.0,1014.0,2023-01-12 10:00:00,12,10
3.0,5000.0,13.2,84.0,1013.4,2023-01-12 11:00:00,12,11
2.0,5000.0,13.4,87.0,1011.8,2023-01-12 12:00:00,12,12
3.0,5000.0,13.9,87.0,1010.2,2023-01-12 13:00:00,12,13
4.0,5000.0,14.3,84.0,1009.0,2023-01-12 14:00:00,12,14
5.0,7000.0,17.1,74.0,1009.0,2023-01-12 15:00:00,12,15
