wsd,pv,t,rh,slp,BJ
3.0,10000.0,8.0,36.0,1023.6,2024-12-20 16:00:00
2.0,10000.0,6.4,44.0,1024.1,2024-12-20 17:00:00
2.0,10000.0,5.1,47.0,1024.4,2024-12-20 18:00:00
1.0,10000.0,4.2,52.0,1024.7,2024-12-20 19:00:00
1.0,10000.0,3.5,54.0,1024.8,2024-12-20 20:00:00
0.0,10000.0,1.2,71.0,1025.5,2024-12-20 21:00:00
0.0,10000.0,2.3,59.0,1026.3,2024-12-20 22:00:00
2.0,7000.0,-0.2,81.0,1026.9,2024-12-20 23:00:00
0.0,7000.0,0.5,75.0,1027.5,2024-12-21 00:00:00
2.0,10000.0,-3.3,59.0,1035.6,2024-12-21 01:00:00
0.0,10000.0,-3.8,64.0,1035.4,2024-12-21 02:00:00
2.0,10000.0,-5.0,72.0,1035.4,2024-12-21 03:00:00
0.0,10000.0,-4.1,65.0,1035.4,2024-12-21 04:00:00
0.0,10000.0,-4.1,67.0,1035.3,2024-12-21 05:00:00
1.0,10000.0,-4.6,67.0,1035.7,2024-12-21 06:00:00
2.0,10000.0,-5.1,73.0,1036.0,2024-12-21 07:00:00
2.0,4500.0,-1.8,82.0,1031.6,2024-12-21 08:00:00
2.0,4000.0,0.1,77.0,1032.6,2024-12-21 09:00:00
3.0,5000.0,3.0,56.0,1033.4,2024-12-21 10:00:00
4.0,8000.0,4.4,42.0,1033.5,2024-12-21 11:00:00
5.0,10000.0,6.0,35.0,1032.9,2024-12-21 12:00:00
5.0,10000.0,6.5,25.0,1032.2,2024-12-21 13:00:00
6.0,10000.0,6.5,26.0,1032.0,2024-12-21 14:00:00
7.0,10000.0,5.8,29.0,1031.9,2024-12-21 15:00:00
