wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,5000.0,20.9,42.0,1014.9,2022-03-14 16:00:00,73,16
3.0,5000.0,20.4,48.0,1015.1,2022-03-14 17:00:00,73,17
2.0,5000.0,19.2,53.0,1014.9,2022-03-14 18:00:00,73,18
2.0,8000.0,16.0,65.0,1015.5,2022-03-14 19:00:00,73,19
3.0,8000.0,16.5,63.0,1014.7,2022-03-14 20:00:00,73,20
3.0,9000.0,15.5,59.0,1015.8,2022-03-14 21:00:00,73,21
3.0,9000.0,15.0,63.0,1016.0,2022-03-14 22:00:00,73,22
3.0,8000.0,14.5,67.0,1016.0,2022-03-14 23:00:00,73,23
4.0,8000.0,14.3,70.0,1015.3,2022-03-15 00:00:00,74,0
4.0,8000.0,13.9,73.0,1015.9,2022-03-15 01:00:00,74,1
4.0,10000.0,14.7,49.0,1014.5,2022-03-15 02:00:00,74,2
5.0,10000.0,15.0,39.0,1013.6,2022-03-15 03:00:00,74,3
4.0,10000.0,13.6,46.0,1013.2,2022-03-15 04:00:00,74,4
3.0,10000.0,13.6,47.0,1013.0,2022-03-15 05:00:00,74,5
2.0,10000.0,12.3,51.0,1013.4,2022-03-15 06:00:00,74,6
3.0,10000.0,12.9,48.0,1013.5,2022-03-15 07:00:00,74,7
3.0,10000.0,14.8,47.0,1013.8,2022-03-15 08:00:00,74,8
3.0,10000.0,16.7,45.0,1014.0,2022-03-15 09:00:00,74,9
4.0,10000.0,18.9,44.0,1013.4,2022-03-15 10:00:00,74,10
6.0,10000.0,21.0,48.0,1012.4,2022-03-15 11:00:00,74,11
5.0,10000.0,21.9,47.0,1011.6,2022-03-15 12:00:00,74,12
3.0,10000.0,24.1,43.0,1010.5,2022-03-15 13:00:00,74,13
2.0,10000.0,25.2,40.0,1009.4,2022-03-15 14:00:00,74,14
3.0,10000.0,26.0,38.0,1008.7,2022-03-15 15:00:00,74,15
