wsd,pv,t,rh,slp,BJ
4.0,10000.0,18.4,35.0,1026.1,2021-10-23 16:00:00
3.0,9000.0,17.2,43.0,1026.3,2021-10-23 17:00:00
1.0,9000.0,15.4,55.0,1026.9,2021-10-23 18:00:00
2.0,8000.0,14.8,67.0,1027.1,2021-10-23 19:00:00
1.0,8000.0,14.9,59.0,1027.2,2021-10-23 20:00:00
2.0,6000.0,14.1,69.0,1026.9,2021-10-23 21:00:00
3.0,6000.0,13.8,68.0,1027.1,2021-10-23 22:00:00
2.0,6000.0,13.3,73.0,1027.0,2021-10-23 23:00:00
2.0,5000.0,12.6,77.0,1026.8,2021-10-24 00:00:00
1.0,5000.0,12.0,86.0,1026.8,2021-10-24 01:00:00
2.0,5000.0,12.6,78.0,1026.6,2021-10-24 02:00:00
2.0,5000.0,11.5,90.0,1026.3,2021-10-24 03:00:00
1.0,5000.0,11.6,87.0,1026.2,2021-10-24 04:00:00
2.0,5000.0,11.7,85.0,1026.2,2021-10-24 05:00:00
2.0,5000.0,11.0,86.0,1026.2,2021-10-24 06:00:00
1.0,5000.0,11.5,80.0,1026.3,2021-10-24 07:00:00
1.0,5000.0,14.1,75.0,1026.8,2021-10-24 08:00:00
2.0,6000.0,15.3,68.0,1027.2,2021-10-24 09:00:00
1.0,7000.0,17.3,59.0,1027.0,2021-10-24 10:00:00
1.0,8000.0,19.5,48.0,1026.5,2021-10-24 11:00:00
1.0,9000.0,20.6,45.0,1025.7,2021-10-24 12:00:00
1.0,10000.0,20.6,41.0,1024.9,2021-10-24 13:00:00
2.0,10000.0,21.5,38.0,1024.0,2021-10-24 14:00:00
2.0,10000.0,21.7,37.0,1023.6,2021-10-24 15:00:00
