wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
6.0,10000.0,14.6,30.0,1022.1,2022-03-01 16:00:00,60,16
5.0,10000.0,13.5,31.0,1022.4,2022-03-01 17:00:00,60,17
3.0,10000.0,12.0,40.0,1022.4,2022-03-01 18:00:00,60,18
3.0,10000.0,8.9,47.0,1022.8,2022-03-01 19:00:00,60,19
3.0,10000.0,9.5,48.0,1023.4,2022-03-01 20:00:00,60,20
3.0,10000.0,8.4,54.0,1023.8,2022-03-01 21:00:00,60,21
3.0,10000.0,9.4,48.0,1024.2,2022-03-01 22:00:00,60,22
2.0,10000.0,8.2,53.0,1024.4,2022-03-01 23:00:00,60,23
1.0,10000.0,8.0,54.0,1024.1,2022-03-02 00:00:00,61,0
1.0,10000.0,6.6,63.0,1024.0,2022-03-02 01:00:00,61,1
2.0,10000.0,6.0,64.0,1023.4,2022-03-02 02:00:00,61,2
0.0,10000.0,4.3,81.0,1023.1,2022-03-02 03:00:00,61,3
1.0,10000.0,4.7,78.0,1022.6,2022-03-02 04:00:00,61,4
1.0,10000.0,4.0,77.0,1022.7,2022-03-02 05:00:00,61,5
2.0,10000.0,3.9,78.0,1022.4,2022-03-02 06:00:00,61,6
3.0,10000.0,3.7,75.0,1022.5,2022-03-02 07:00:00,61,7
3.0,10000.0,7.2,71.0,1023.0,2022-03-02 08:00:00,61,8
4.0,10000.0,10.4,47.0,1023.7,2022-03-02 09:00:00,61,9
4.0,10000.0,12.5,39.0,1023.8,2022-03-02 10:00:00,61,10
3.0,10000.0,14.0,34.0,1023.1,2022-03-02 11:00:00,61,11
3.0,10000.0,16.4,22.0,1022.2,2022-03-02 12:00:00,61,12
3.0,10000.0,17.1,21.0,1020.9,2022-03-02 13:00:00,61,13
4.0,10000.0,17.5,22.0,1019.7,2022-03-02 14:00:00,61,14
2.0,10000.0,18.0,22.0,1018.9,2022-03-02 15:00:00,61,15
