wsd,pv,t,rh,slp,BJ
1.0,10000.0,27.6,38.0,1016.2,2023-10-26 16:00:00
1.0,10000.0,26.2,42.0,1016.5,2023-10-26 17:00:00
1.0,10000.0,23.8,52.0,1016.7,2023-10-26 18:00:00
1.0,10000.0,23.4,56.0,1017.1,2023-10-26 19:00:00
0.0,10000.0,19.6,79.0,1017.4,2023-10-26 20:00:00
1.0,10000.0,19.0,76.0,1017.9,2023-10-26 21:00:00
0.0,10000.0,17.7,87.0,1018.4,2023-10-26 22:00:00
1.0,10000.0,19.7,74.0,1018.2,2023-10-26 23:00:00
1.0,10000.0,18.2,83.0,1018.1,2023-10-27 00:00:00
1.0,8000.0,19.2,74.0,1018.1,2023-10-27 01:00:00
0.0,6000.0,16.6,90.0,1017.9,2023-10-27 02:00:00
0.0,6000.0,15.7,92.0,1017.8,2023-10-27 03:00:00
2.0,6000.0,15.8,91.0,1017.4,2023-10-27 04:00:00
2.0,5000.0,16.2,87.0,1017.6,2023-10-27 05:00:00
3.0,4000.0,16.5,82.0,1017.8,2023-10-27 06:00:00
2.0,4000.0,16.3,84.0,1018.5,2023-10-27 07:00:00
2.0,3000.0,17.3,83.0,1019.7,2023-10-27 08:00:00
4.0,2500.0,18.2,84.0,1020.1,2023-10-27 09:00:00
3.0,2500.0,20.1,76.0,1020.1,2023-10-27 10:00:00
3.0,3000.0,21.6,67.0,1019.9,2023-10-27 11:00:00
2.0,3000.0,22.0,67.0,1019.2,2023-10-27 12:00:00
2.0,3200.0,23.4,59.0,1018.2,2023-10-27 13:00:00
2.0,3200.0,23.6,59.0,1017.7,2023-10-27 14:00:00
2.0,3800.0,23.3,58.0,1017.5,2023-10-27 15:00:00
