wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,8000.0,15.7,56.0,1022.6,2021-11-29 16:00:00,333,16
2.0,8000.0,14.1,63.0,1023.4,2021-11-29 17:00:00,333,17
5.0,8000.0,13.5,66.0,1024.3,2021-11-29 18:00:00,333,18
5.0,8000.0,12.8,67.0,1024.6,2021-11-29 19:00:00,333,19
5.0,8000.0,12.6,67.0,1025.3,2021-11-29 20:00:00,333,20
6.0,8000.0,12.6,68.0,1025.6,2021-11-29 21:00:00,333,21
6.0,9000.0,11.6,63.0,1025.7,2021-11-29 22:00:00,333,22
6.0,10000.0,11.0,63.0,1025.8,2021-11-29 23:00:00,333,23
9.0,10000.0,8.7,79.0,1026.9,2021-11-30 00:00:00,334,0
6.0,10000.0,7.8,80.0,1027.1,2021-11-30 01:00:00,334,1
7.0,10000.0,7.8,77.0,1027.2,2021-11-30 02:00:00,334,2
6.0,10000.0,7.8,73.0,1027.4,2021-11-30 03:00:00,334,3
5.0,10000.0,7.4,73.0,1027.4,2021-11-30 04:00:00,334,4
5.0,10000.0,6.2,74.0,1027.3,2021-11-30 05:00:00,334,5
5.0,10000.0,6.1,70.0,1028.0,2021-11-30 06:00:00,334,6
4.0,10000.0,5.1,76.0,1028.5,2021-11-30 07:00:00,334,7
6.0,10000.0,6.0,66.0,1029.1,2021-11-30 08:00:00,334,8
7.0,10000.0,7.5,56.0,1029.9,2021-11-30 09:00:00,334,9
6.0,30000.0,9.1,46.0,1030.2,2021-11-30 10:00:00,334,10
6.0,30000.0,11.4,35.0,1029.8,2021-11-30 11:00:00,334,11
6.0,30000.0,11.3,33.0,1028.9,2021-11-30 12:00:00,334,12
7.0,10000.0,11.4,30.0,1027.9,2021-11-30 13:00:00,334,13
7.0,10000.0,11.8,29.0,1027.3,2021-11-30 14:00:00,334,14
7.0,10000.0,11.3,29.0,1027.3,2021-11-30 15:00:00,334,15
