wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,16.8,29.0,1025.3,2021-12-06 16:00:00,340,16
3.0,10000.0,13.2,39.0,1025.8,2021-12-06 17:00:00,340,17
2.0,10000.0,12.8,41.0,1026.6,2021-12-06 18:00:00,340,18
2.0,9000.0,11.5,46.0,1027.3,2021-12-06 19:00:00,340,19
4.0,7000.0,9.3,63.0,1027.9,2021-12-06 20:00:00,340,20
3.0,5000.0,8.0,70.0,1028.6,2021-12-06 21:00:00,340,21
2.0,5000.0,6.8,75.0,1029.0,2021-12-06 22:00:00,340,22
2.0,4000.0,5.5,77.0,1029.3,2021-12-06 23:00:00,340,23
3.0,3500.0,3.9,83.0,1029.4,2021-12-07 00:00:00,341,0
3.0,3200.0,4.8,82.0,1029.3,2021-12-07 01:00:00,341,1
2.0,2800.0,4.7,79.0,1029.7,2021-12-07 02:00:00,341,2
3.0,2800.0,3.4,84.0,1030.3,2021-12-07 03:00:00,341,3
2.0,2900.0,2.5,83.0,1029.9,2021-12-07 04:00:00,341,4
2.0,3300.0,2.6,84.0,1030.3,2021-12-07 05:00:00,341,5
2.0,3200.0,2.0,86.0,1030.8,2021-12-07 06:00:00,341,6
1.0,3000.0,2.0,88.0,1031.4,2021-12-07 07:00:00,341,7
2.0,2200.0,2.8,89.0,1031.7,2021-12-07 08:00:00,341,8
1.0,1600.0,4.8,86.0,1032.1,2021-12-07 09:00:00,341,9
3.0,2200.0,7.7,77.0,1032.2,2021-12-07 10:00:00,341,10
4.0,3200.0,10.2,70.0,1031.5,2021-12-07 11:00:00,341,11
4.0,3500.0,11.7,63.0,1030.8,2021-12-07 12:00:00,341,12
4.0,3800.0,12.6,58.0,1030.0,2021-12-07 13:00:00,341,13
4.0,4000.0,12.9,53.0,1029.8,2021-12-07 14:00:00,341,14
4.0,5000.0,13.6,51.0,1029.8,2021-12-07 15:00:00,341,15
