wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,20000.0,26.2,29.0,1006.2,2021-03-28 16:00:00,87,16
2.0,20000.0,25.8,29.0,1006.0,2021-03-28 17:00:00,87,17
0.0,20000.0,24.5,33.0,1005.8,2021-03-28 18:00:00,87,18
4.0,10000.0,20.5,60.0,1006.2,2021-03-28 19:00:00,87,19
4.0,8000.0,18.7,73.0,1006.9,2021-03-28 20:00:00,87,20
4.0,6000.0,17.3,78.0,1007.3,2021-03-28 21:00:00,87,21
4.0,6000.0,17.1,79.0,1007.3,2021-03-28 22:00:00,87,22
2.0,6000.0,16.3,83.0,1007.3,2021-03-28 23:00:00,87,23
2.0,5000.0,15.4,90.0,1007.2,2021-03-29 00:00:00,88,0
2.0,6000.0,15.0,88.0,1007.3,2021-03-29 01:00:00,88,1
2.0,5000.0,14.6,89.0,1007.0,2021-03-29 02:00:00,88,2
2.0,5000.0,15.2,87.0,1006.6,2021-03-29 03:00:00,88,3
1.0,5000.0,14.5,90.0,1006.5,2021-03-29 04:00:00,88,4
2.0,4500.0,14.2,90.0,1006.4,2021-03-29 05:00:00,88,5
1.0,3200.0,13.0,94.0,1006.6,2021-03-29 06:00:00,88,6
4.0,4000.0,15.1,91.0,1007.1,2021-03-29 07:00:00,88,7
4.0,5000.0,17.0,83.0,1007.6,2021-03-29 08:00:00,88,8
5.0,10000.0,20.0,67.0,1007.8,2021-03-29 09:00:00,88,9
5.0,10000.0,22.1,54.0,1007.4,2021-03-29 10:00:00,88,10
5.0,10000.0,23.5,47.0,1006.3,2021-03-29 11:00:00,88,11
5.0,10000.0,24.5,43.0,1005.4,2021-03-29 12:00:00,88,12
4.0,20000.0,24.8,37.0,1004.4,2021-03-29 13:00:00,88,13
2.0,20000.0,24.6,33.0,1004.4,2021-03-29 14:00:00,88,14
5.0,20000.0,23.9,50.0,1003.7,2021-03-29 15:00:00,88,15
