wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,4000.0,6.7,84.0,1021.4,2021-01-23 16:00:00,23,16
2.0,3000.0,6.4,88.0,1022.4,2021-01-23 17:00:00,23,17
2.0,3300.0,6.3,89.0,1023.1,2021-01-23 18:00:00,23,18
2.0,3600.0,6.2,89.0,1023.3,2021-01-23 19:00:00,23,19
2.0,3700.0,6.1,88.0,1023.7,2021-01-23 20:00:00,23,20
3.0,3300.0,6.1,88.0,1023.7,2021-01-23 21:00:00,23,21
3.0,2900.0,5.1,91.0,1023.8,2021-01-23 22:00:00,23,22
2.0,2700.0,5.5,92.0,1023.9,2021-01-23 23:00:00,23,23
2.0,3000.0,5.5,89.0,1024.4,2021-01-24 00:00:00,24,0
2.0,2800.0,5.4,90.0,1024.0,2021-01-24 01:00:00,24,1
3.0,2700.0,5.2,91.0,1023.8,2021-01-24 02:00:00,24,2
3.0,3000.0,4.9,90.0,1023.7,2021-01-24 03:00:00,24,3
3.0,2500.0,3.8,93.0,1023.1,2021-01-24 04:00:00,24,4
3.0,2200.0,2.9,95.0,1022.9,2021-01-24 05:00:00,24,5
4.0,2000.0,3.1,94.0,1022.1,2021-01-24 06:00:00,24,6
4.0,2500.0,4.0,93.0,1022.2,2021-01-24 07:00:00,24,7
2.0,2600.0,4.5,92.0,1023.0,2021-01-24 08:00:00,24,8
4.0,3500.0,5.6,87.0,1024.0,2021-01-24 09:00:00,24,9
4.0,4000.0,6.2,81.0,1024.4,2021-01-24 10:00:00,24,10
4.0,4500.0,6.9,78.0,1024.9,2021-01-24 11:00:00,24,11
4.0,3600.0,7.8,77.0,1023.6,2021-01-24 12:00:00,24,12
4.0,4300.0,9.0,69.0,1022.2,2021-01-24 13:00:00,24,13
6.0,4000.0,9.5,68.0,1021.3,2021-01-24 14:00:00,24,14
4.0,5000.0,9.9,65.0,1021.2,2021-01-24 15:00:00,24,15
