wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,1200.0,17.5,97.0,1017.5,2024-11-16 16:00:00,321,16
2.0,2500.0,17.4,97.0,1018.2,2024-11-16 17:00:00,321,17
3.0,3000.0,17.3,97.0,1019.0,2024-11-16 18:00:00,321,18
3.0,3500.0,17.1,96.0,1019.5,2024-11-16 19:00:00,321,19
3.0,2000.0,17.2,97.0,1019.9,2024-11-16 20:00:00,321,20
4.0,1800.0,16.5,97.0,1020.6,2024-11-16 21:00:00,321,21
4.0,3200.0,16.4,95.0,1021.3,2024-11-16 22:00:00,321,22
4.0,2500.0,16.1,96.0,1021.9,2024-11-16 23:00:00,321,23
6.0,4000.0,14.8,96.0,1022.3,2024-11-17 00:00:00,322,0
5.0,10000.0,10.8,69.0,1033.0,2024-11-17 01:00:00,322,1
3.0,10000.0,10.5,69.0,1033.7,2024-11-17 02:00:00,322,2
3.0,10000.0,10.3,71.0,1033.8,2024-11-17 03:00:00,322,3
3.0,10000.0,9.9,77.0,1033.1,2024-11-17 04:00:00,322,4
3.0,10000.0,9.8,75.0,1033.1,2024-11-17 05:00:00,322,5
4.0,10000.0,9.9,71.0,1033.3,2024-11-17 06:00:00,322,6
4.0,10000.0,10.1,72.0,1033.3,2024-11-17 07:00:00,322,7
6.0,10000.0,9.8,79.0,1029.8,2024-11-17 08:00:00,322,8
4.0,10000.0,9.4,84.0,1030.4,2024-11-17 09:00:00,322,9
3.0,10000.0,9.9,83.0,1030.4,2024-11-17 10:00:00,322,10
4.0,10000.0,10.2,81.0,1030.3,2024-11-17 11:00:00,322,11
4.0,10000.0,10.5,81.0,1029.7,2024-11-17 12:00:00,322,12
5.0,10000.0,10.5,81.0,1029.4,2024-11-17 13:00:00,322,13
6.0,10000.0,10.1,85.0,1029.6,2024-11-17 14:00:00,322,14
4.0,10000.0,10.1,86.0,1029.8,2024-11-17 15:00:00,322,15
