wsd,pv,t,rh,slp,BJ
2.0,10000.0,12.2,39.0,1020.5,2023-03-25 16:00:00
2.0,10000.0,12.0,35.0,1020.9,2023-03-25 17:00:00
1.0,10000.0,11.7,41.0,1020.7,2023-03-25 18:00:00
1.0,10000.0,11.3,43.0,1020.5,2023-03-25 19:00:00
2.0,10000.0,10.7,46.0,1021.1,2023-03-25 20:00:00
0.0,10000.0,9.5,68.0,1021.5,2023-03-25 21:00:00
1.0,10000.0,9.5,66.0,1021.6,2023-03-25 22:00:00
1.0,10000.0,9.3,68.0,1022.0,2023-03-25 23:00:00
1.0,10000.0,9.3,63.0,1022.0,2023-03-26 00:00:00
2.0,10000.0,8.8,66.0,1022.5,2023-03-26 01:00:00
2.0,10000.0,8.8,61.0,1022.2,2023-03-26 02:00:00
1.0,10000.0,7.3,71.0,1022.3,2023-03-26 03:00:00
1.0,10000.0,6.2,78.0,1022.0,2023-03-26 04:00:00
1.0,10000.0,5.8,84.0,1021.8,2023-03-26 05:00:00
1.0,10000.0,4.6,91.0,1022.0,2023-03-26 06:00:00
1.0,10000.0,5.3,91.0,1022.5,2023-03-26 07:00:00
2.0,10000.0,8.9,73.0,1023.4,2023-03-26 08:00:00
2.0,10000.0,12.0,50.0,1024.2,2023-03-26 09:00:00
3.0,10000.0,13.7,39.0,1024.1,2023-03-26 10:00:00
4.0,10000.0,14.8,34.0,1023.5,2023-03-26 11:00:00
3.0,10000.0,15.4,28.0,1022.8,2023-03-26 12:00:00
3.0,10000.0,15.7,32.0,1023.0,2023-03-26 13:00:00
2.0,10000.0,16.0,31.0,1022.1,2023-03-26 14:00:00
2.0,10000.0,15.2,33.0,1022.0,2023-03-26 15:00:00
