wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,2000.0,-2.3,92.0,1031.4,2023-12-18 16:00:00,352,16
2.0,5000.0,-2.3,92.0,1031.4,2023-12-18 17:00:00,352,17
1.0,3200.0,-2.4,93.0,1031.8,2023-12-18 18:00:00,352,18
2.0,3200.0,-2.4,95.0,1032.4,2023-12-18 19:00:00,352,19
2.0,3200.0,-2.4,95.0,1032.5,2023-12-18 20:00:00,352,20
2.0,3200.0,-2.2,95.0,1033.0,2023-12-18 21:00:00,352,21
3.0,3200.0,-1.9,94.0,1033.1,2023-12-18 22:00:00,352,22
2.0,3000.0,-1.8,94.0,1033.2,2023-12-18 23:00:00,352,23
3.0,3000.0,-1.7,94.0,1032.9,2023-12-19 00:00:00,353,0
3.0,2500.0,-1.6,94.0,1033.0,2023-12-19 01:00:00,353,1
3.0,1500.0,-1.6,96.0,1032.9,2023-12-19 02:00:00,353,2
2.0,1300.0,-1.7,97.0,1032.2,2023-12-19 03:00:00,353,3
2.0,1600.0,-1.8,97.0,1032.1,2023-12-19 04:00:00,353,4
2.0,2500.0,-1.8,95.0,1031.5,2023-12-19 05:00:00,353,5
2.0,2500.0,-1.7,93.0,1032.0,2023-12-19 06:00:00,353,6
2.0,2200.0,-1.7,94.0,1033.0,2023-12-19 07:00:00,353,7
3.0,2600.0,-1.7,92.0,1033.5,2023-12-19 08:00:00,353,8
3.0,3000.0,-1.5,90.0,1034.1,2023-12-19 09:00:00,353,9
3.0,3000.0,-1.0,89.0,1034.7,2023-12-19 10:00:00,353,10
3.0,4500.0,-0.7,84.0,1034.2,2023-12-19 11:00:00,353,11
2.0,5000.0,-0.2,82.0,1033.5,2023-12-19 12:00:00,353,12
1.0,5000.0,0.1,80.0,1032.9,2023-12-19 13:00:00,353,13
2.0,5000.0,0.4,80.0,1032.4,2023-12-19 14:00:00,353,14
3.0,5000.0,0.4,81.0,1032.8,2023-12-19 15:00:00,353,15
