wsd,pv,t,rh,slp,BJ
3.0,9000.0,8.9,62.0,1025.2,2023-01-10 16:00:00
2.0,8000.0,8.1,65.0,1025.3,2023-01-10 17:00:00
1.0,8000.0,6.5,72.0,1025.6,2023-01-10 18:00:00
1.0,8000.0,3.4,73.0,1026.0,2023-01-10 19:00:00
2.0,6000.0,3.7,84.0,1026.1,2023-01-10 20:00:00
2.0,5000.0,2.7,89.0,1025.9,2023-01-10 21:00:00
1.0,5000.0,2.5,92.0,1025.9,2023-01-10 22:00:00
1.0,5000.0,1.4,94.0,1025.5,2023-01-10 23:00:00
1.0,4700.0,0.8,93.0,1025.0,2023-01-11 00:00:00
1.0,4500.0,0.8,95.0,1024.3,2023-01-11 01:00:00
1.0,4000.0,0.5,95.0,1024.2,2023-01-11 02:00:00
1.0,4500.0,1.3,94.0,1023.9,2023-01-11 03:00:00
1.0,4000.0,1.4,91.0,1023.5,2023-01-11 04:00:00
1.0,4000.0,-0.8,94.0,1023.2,2023-01-11 05:00:00
1.0,4000.0,-0.7,94.0,1023.2,2023-01-11 06:00:00
2.0,4500.0,-0.8,95.0,1023.3,2023-01-11 07:00:00
2.0,4500.0,1.2,94.0,1023.4,2023-01-11 08:00:00
3.0,5000.0,4.5,86.0,1023.6,2023-01-11 09:00:00
3.0,6000.0,8.3,68.0,1023.8,2023-01-11 10:00:00
3.0,6000.0,10.4,62.0,1023.2,2023-01-11 11:00:00
4.0,7000.0,12.7,56.0,1021.6,2023-01-11 12:00:00
4.0,7000.0,14.4,51.0,1020.0,2023-01-11 13:00:00
4.0,7000.0,15.2,49.0,1018.9,2023-01-11 14:00:00
4.0,7000.0,15.7,48.0,1018.0,2023-01-11 15:00:00
